Name,Name (multilang),Title (#{lang}),Email,UPN,External User ID,CV Partner User ID,CV Partner CV ID,Phone Number,Landline,Birth Year,Department,Country,Nationality,CV Partner section ID,External unique ID,Updated,Updated by owner,Month from,Year from,Month to,Year to,Customer (#{lang}),Customer (int),Customer Anonymized (#{lang}),Customer Anonymized (int),Description (#{lang}),Description (int),Long description (#{lang}),Long description (int),Industry (#{lang}),Industry (int),Project type (#{lang}),Project type (int),Percent allocated,Project extent (individual hours),Project extent (hours),Project extent total (hours),Project extent,Project extent (currency),Project extent total,Project extent total (currency),Project area,Project area (unit),Highlighted
Joseph Flores,int:Joseph Flores,int:Senior Data Scientist,joseph.flores@example.com,josephflores,ext_6d85ea7f,6d85ea7f,cv_6d85ea7f,+1-716-578-1126x69121,939-861-3674x99465,1968,AI/ML,Australia,British,db405342,31d683a0,2024-11-14,2026-03-12,10,2017,7,2019,int:Contoso,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Finance,int:Implementation,Advisory,14,123,478,940,Budget,SEK,72506,NOK,100,sqm,False
Joseph Flores,int:Joseph Flores,int:Senior Data Scientist,joseph.flores@example.com,josephflores,ext_6d85ea7f,6d85ea7f,cv_6d85ea7f,+1-716-578-1126x69121,939-861-3674x99465,1968,AI/ML,Australia,British,edc7de37,3ec67f4d,2024-11-22,2025-10-23,8,2016,10,2016,int:Globex,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Finance,int:Advisory,Advisory,43,160,828,1094,Budget,GBP,40122,EUR,400,sqm,False
Joseph Flores,int:Joseph Flores,int:Senior Data Scientist,joseph.flores@example.com,josephflores,ext_6d85ea7f,6d85ea7f,cv_6d85ea7f,+1-716-578-1126x69121,939-861-3674x99465,1968,AI/ML,Australia,British,1efc517b,f0396db5,2025-01-02,2025-03-24,6,2018,5,2023,int:Globex,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Finance,int:Implementation,Implementation,65,187,925,1114,Hours,NOK,156340,GBP,400,sqm,False
Joseph Flores,int:Joseph Flores,int:Senior Data Scientist,joseph.flores@example.com,josephflores,ext_6d85ea7f,6d85ea7f,cv_6d85ea7f,+1-716-578-1126x69121,939-861-3674x99465,1968,AI/ML,Australia,British,0f1c9822,5428ff99,2025-06-11,2025-08-17,2,2012,8,2017,int:Globex,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Finance,int:Advisory,Implementation,22,114,798,912,Hours,EUR,102306,SEK,800,sqm,True
Amber Taylor,int:Amber Taylor,int:Senior Kubernetes Engineer,amber.taylor@mail.test,ambertaylor,ext_f0099a3f,f0099a3f,cv_f0099a3f,384.227.1147x7320,370-326-9524,1982,Cloud Engineering,United Kingdom,Polish,417b8cba,ae1eb42e,2024-04-10,2024-04-28,8,2013,10,2014,int:Contoso,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Energy,int:Implementation,Implementation,82,194,722,1977,Budget,GBP,65223,NOK,800,sqm,False
Amber Taylor,int:Amber Taylor,int:Senior Kubernetes Engineer,amber.taylor@mail.test,ambertaylor,ext_f0099a3f,f0099a3f,cv_f0099a3f,384.227.1147x7320,370-326-9524,1982,Cloud Engineering,United Kingdom,Polish,55eb5dca,b4153c62,2025-01-10,2026-02-27,3,2019,3,2022,int:Acme,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Health,int:Implementation,Advisory,63,79,594,358,Hours,EUR,24202,GBP,700,sqm,False
Amber Taylor,int:Amber Taylor,int:Senior Kubernetes Engineer,amber.taylor@mail.test,ambertaylor,ext_f0099a3f,f0099a3f,cv_f0099a3f,384.227.1147x7320,370-326-9524,1982,Cloud Engineering,United Kingdom,Polish,6eb482e2,fc632453,2024-05-05,2025-09-06,11,2020,1,2021,int:Contoso,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Energy,int:Implementation,Advisory,13,189,738,1883,Hours,SEK,34535,SEK,300,sqm,True
Jesse Benson,int:Jesse Benson,int:Principal Solution Architect,jesse.benson@example.com,jessebenson,ext_dc269dac,dc269dac,cv_dc269dac,+1-287-273-4778x48588,(916)875-6770x02842,1996,Architecture,United Kingdom,Danish,0a10a4a0,0f4bff0c,2025-01-13,2025-02-12,7,2025,8,2026,int:Contoso,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Energy,int:Implementation,Advisory,82,81,326,785,Budget,SEK,141223,EUR,200,sqm,False
Jesse Benson,int:Jesse Benson,int:Principal Solution Architect,jesse.benson@example.com,jessebenson,ext_dc269dac,dc269dac,cv_dc269dac,+1-287-273-4778x48588,(916)875-6770x02842,1996,Architecture,United Kingdom,Danish,fcccb9e1,e1fc612f,2024-09-13,2026-01-24,1,2020,6,2025,int:Acme,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Energy,int:Advisory,Advisory,55,95,952,862,Budget,EUR,38891,GBP,200,sqm,True
Jesse Benson,int:Jesse Benson,int:Principal Solution Architect,jesse.benson@example.com,jessebenson,ext_dc269dac,dc269dac,cv_dc269dac,+1-287-273-4778x48588,(916)875-6770x02842,1996,Architecture,United Kingdom,Danish,a5654bdc,c0c7d42a,2024-05-22,2025-03-25,12,2019,6,2019,int:Contoso,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Health,int:Advisory,Advisory,21,42,890,491,Hours,EUR,181914,SEK,600,sqm,False
Jesse Benson,int:Jesse Benson,int:Principal Solution Architect,jesse.benson@example.com,jessebenson,ext_dc269dac,dc269dac,cv_dc269dac,+1-287-273-4778x48588,(916)875-6770x02842,1996,Architecture,United Kingdom,Danish,f4a39299,a775c6c0,2025-05-17,2025-01-17,7,2021,4,2022,int:Acme,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Finance,int:Advisory,Advisory,19,159,305,1072,Hours,GBP,67115,NOK,300,sqm,False
Jesse Benson,int:Jesse Benson,int:Principal Solution Architect,jesse.benson@example.com,jessebenson,ext_dc269dac,dc269dac,cv_dc269dac,+1-287-273-4778x48588,(916)875-6770x02842,1996,Architecture,United Kingdom,Danish,8a6535b0,b23fd46d,2025-04-26,2024-10-08,5,2024,5,2024,int:Globex,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Finance,int:Implementation,Advisory,21,111,383,1499,Hours,NOK,93845,SEK,700,sqm,False
Jesse Benson,int:Jesse Benson,int:Principal Solution Architect,jesse.benson@example.com,jessebenson,ext_dc269dac,dc269dac,cv_dc269dac,+1-287-273-4778x48588,(916)875-6770x02842,1996,Architecture,United Kingdom,Danish,96840237,60d35434,2024-05-12,2025-07-10,3,2015,3,2016,int:Contoso,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Finance,int:Advisory,Advisory,15,152,715,1901,Hours,SEK,127292,GBP,900,sqm,True
Jasmine Brown,int:Jasmine Brown,int:Principal Data Engineer,jasmine.brown@example.com,jasminebrown,ext_24f25d16,24f25d16,cv_24f25d16,(946)971-9788,+1-728-606-4796,1968,Data Engineering,United Kingdom,British,d5783437,ea95fa06,2024-11-20,2024-07-27,9,2014,2,2017,int:Acme,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Energy,int:Implementation,Advisory,12,59,321,678,Budget,GBP,18737,NOK,100,sqm,False
Jasmine Brown,int:Jasmine Brown,int:Principal Data Engineer,jasmine.brown@example.com,jasminebrown,ext_24f25d16,24f25d16,cv_24f25d16,(946)971-9788,+1-728-606-4796,1968,Data Engineering,United Kingdom,British,49e61b87,6f63d387,2024-06-16,2024-10-20,4,2018,6,2023,int:Globex,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Finance,int:Advisory,Advisory,63,15,240,1403,Budget,SEK,249230,GBP,700,sqm,False
Jasmine Brown,int:Jasmine Brown,int:Principal Data Engineer,jasmine.brown@example.com,jasminebrown,ext_24f25d16,24f25d16,cv_24f25d16,(946)971-9788,+1-728-606-4796,1968,Data Engineering,United Kingdom,British,deaea2d8,51d8fab3,2024-11-02,2025-12-07,5,2025,3,2026,int:Acme,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Energy,int:Advisory,Implementation,32,109,104,1865,Budget,NOK,74144,SEK,200,sqm,False
Jasmine Brown,int:Jasmine Brown,int:Principal Data Engineer,jasmine.brown@example.com,jasminebrown,ext_24f25d16,24f25d16,cv_24f25d16,(946)971-9788,+1-728-606-4796,1968,Data Engineering,United Kingdom,British,dae029bb,a715208b,2024-04-30,2025-04-06,6,2023,7,2026,int:Contoso,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Finance,int:Implementation,Advisory,17,87,340,1998,Hours,GBP,180195,NOK,700,sqm,False
Jasmine Brown,int:Jasmine Brown,int:Principal Data Engineer,jasmine.brown@example.com,jasminebrown,ext_24f25d16,24f25d16,cv_24f25d16,(946)971-9788,+1-728-606-4796,1968,Data Engineering,United Kingdom,British,1e86c4e0,9775d440,2025-11-07,2024-04-10,9,2017,7,2017,int:Globex,Acme,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Finance,int:Advisory,Advisory,42,34,290,946,Budget,SEK,185505,GBP,600,sqm,False
Jasmine Brown,int:Jasmine Brown,int:Principal Data Engineer,jasmine.brown@example.com,jasminebrown,ext_24f25d16,24f25d16,cv_24f25d16,(946)971-9788,+1-728-606-4796,1968,Data Engineering,United Kingdom,British,36787a4e,ab4c4967,2025-12-03,2024-11-03,9,2016,7,2018,int:Globex,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Health,int:Implementation,Advisory,91,81,960,388,Hours,GBP,158006,NOK,1000,sqm,True
Robert Clark,int:Robert Clark,int:Consultant ML Engineer,robert.clark@example.com,robertclark,ext_9e5d2e12,9e5d2e12,cv_9e5d2e12,2767986407,(496)659-1713x5785,1992,AI/ML,United Kingdom,Polish,2a883070,e739f9cf,2024-07-15,2025-09-15,6,2021,7,2024,int:Acme,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Finance,int:Implementation,Implementation,20,54,581,797,Budget,GBP,42182,SEK,1000,sqm,False
Robert Clark,int:Robert Clark,int:Consultant ML Engineer,robert.clark@example.com,robertclark,ext_9e5d2e12,9e5d2e12,cv_9e5d2e12,2767986407,(496)659-1713x5785,1992,AI/ML,United Kingdom,Polish,ddef4e9d,aa7b8bdc,2026-03-01,2025-10-21,8,2017,9,2022,int:Acme,Acme,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Energy,int:Implementation,Advisory,12,44,866,891,Hours,GBP,129231,SEK,600,sqm,True
Robert Clark,int:Robert Clark,int:Consultant ML Engineer,robert.clark@example.com,robertclark,ext_9e5d2e12,9e5d2e12,cv_9e5d2e12,2767986407,(496)659-1713x5785,1992,AI/ML,United Kingdom,Polish,84415782,e210d441,2024-04-20,2025-07-25,11,2016,5,2016,int:Globex,Acme,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Health,int:Advisory,Advisory,83,173,151,1919,Hours,EUR,177701,EUR,500,sqm,False
Robert Stein,int:Robert Stein,int:Consultant Analytics Engineer,robert.stein@example.com,robertstein,ext_7d476cbd,7d476cbd,cv_7d476cbd,(863)571-8344x049,+1-519-719-5419x876,2001,Data Engineering,Ireland,Norwegian,635d01e1,ca7e2ae2,2025-12-25,2026-01-12,1,2022,12,2023,int:Globex,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Health,int:Implementation,Implementation,20,174,659,1015,Hours,EUR,216005,GBP,400,sqm,True
Robert Stein,int:Robert Stein,int:Consultant Analytics Engineer,robert.stein@example.com,robertstein,ext_7d476cbd,7d476cbd,cv_7d476cbd,(863)571-8344x049,+1-519-719-5419x876,2001,Data Engineering,Ireland,Norwegian,cf20bcc7,4d9b3076,2025-05-06,2025-08-30,3,2025,3,2026,int:Globex,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Energy,int:Advisory,Implementation,68,126,358,841,Hours,GBP,22557,SEK,200,sqm,False
Robert Stein,int:Robert Stein,int:Consultant Analytics Engineer,robert.stein@example.com,robertstein,ext_7d476cbd,7d476cbd,cv_7d476cbd,(863)571-8344x049,+1-519-719-5419x876,2001,Data Engineering,Ireland,Norwegian,3f0e2bbd,c33f61a9,2024-10-12,2025-05-22,2,2014,5,2014,int:Contoso,Acme,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Health,int:Advisory,Implementation,12,180,392,1046,Hours,SEK,106601,GBP,800,sqm,False
Melissa Cannon,int:Melissa Cannon,int:Consultant Databricks Engineer,melissa.cannon@example.org,melissacannon,ext_d4585aa8,d4585aa8,cv_d4585aa8,001-608-835-7232,(451)536-4424x93631,1989,Data Engineering,United Kingdom,Swedish,9fb8363e,315bad62,2024-05-05,2024-08-08,12,2021,4,2026,int:Acme,Acme,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Energy,int:Implementation,Advisory,85,84,521,1628,Hours,EUR,147714,NOK,900,sqm,False
Melissa Cannon,int:Melissa Cannon,int:Consultant Databricks Engineer,melissa.cannon@example.org,melissacannon,ext_d4585aa8,d4585aa8,cv_d4585aa8,001-608-835-7232,(451)536-4424x93631,1989,Data Engineering,United Kingdom,Swedish,84f83215,76e98c64,2026-01-13,2025-08-16,7,2015,12,2020,int:Globex,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Finance,int:Advisory,Implementation,39,171,440,1390,Budget,NOK,172207,GBP,800,sqm,True
Melissa Cannon,int:Melissa Cannon,int:Consultant Databricks Engineer,melissa.cannon@example.org,melissacannon,ext_d4585aa8,d4585aa8,cv_d4585aa8,001-608-835-7232,(451)536-4424x93631,1989,Data Engineering,United Kingdom,Swedish,bad1aa9f,173413c9,2025-11-14,2025-02-17,10,2019,7,2022,int:Globex,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Health,int:Advisory,Advisory,80,170,746,414,Budget,NOK,21532,NOK,100,sqm,True
Michael Molina,int:Michael Molina,int:Consultant Frontend Engineer,michael.molina@mail.test,michaelmolina,ext_e06e17d0,e06e17d0,cv_e06e17d0,365-616-2319,313.491.5596x3632,1979,Software Engineering,Ireland,Norwegian,3e201d4d,62f17e4a,2024-05-20,2025-02-01,9,2016,7,2017,int:Globex,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Energy,int:Advisory,Advisory,84,20,678,1532,Hours,EUR,35730,NOK,900,sqm,True
Michael Molina,int:Michael Molina,int:Consultant Frontend Engineer,michael.molina@mail.test,michaelmolina,ext_e06e17d0,e06e17d0,cv_e06e17d0,365-616-2319,313.491.5596x3632,1979,Software Engineering,Ireland,Norwegian,5d30e6d2,11e300b5,2025-04-07,2024-10-23,5,2012,11,2017,int:Globex,Acme,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Health,int:Advisory,Advisory,100,178,231,1368,Hours,SEK,233734,NOK,600,sqm,True
Michael Molina,int:Michael Molina,int:Consultant Frontend Engineer,michael.molina@mail.test,michaelmolina,ext_e06e17d0,e06e17d0,cv_e06e17d0,365-616-2319,313.491.5596x3632,1979,Software Engineering,Ireland,Norwegian,de19c907,daace559,2025-10-26,2025-04-29,10,2019,8,2019,int:Acme,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Finance,int:Advisory,Advisory,96,124,796,1091,Hours,EUR,65751,GBP,300,sqm,False
Michael Molina,int:Michael Molina,int:Consultant Frontend Engineer,michael.molina@mail.test,michaelmolina,ext_e06e17d0,e06e17d0,cv_e06e17d0,365-616-2319,313.491.5596x3632,1979,Software Engineering,Ireland,Norwegian,cc0e1db4,26e81754,2025-05-08,2026-02-13,9,2024,8,2025,int:Acme,Acme,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Energy,int:Advisory,Implementation,75,17,907,945,Budget,NOK,136188,GBP,700,sqm,False
Michael Molina,int:Michael Molina,int:Consultant Frontend Engineer,michael.molina@mail.test,michaelmolina,ext_e06e17d0,e06e17d0,cv_e06e17d0,365-616-2319,313.491.5596x3632,1979,Software Engineering,Ireland,Norwegian,560521eb,879466f9,2024-05-19,2025-06-28,10,2023,8,2026,int:Contoso,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Finance,int:Advisory,Advisory,74,178,929,601,Budget,SEK,50275,GBP,400,sqm,False
Melissa Ashley,int:Melissa Ashley,int:Principal Python Developer,melissa.ashley@example.org,melissaashley,ext_b3343076,b3343076,cv_b3343076,747.364.9078,286-573-4257x54090,1979,Data Engineering,India,British,b6f5b462,badf5186,2025-03-28,2025-05-05,12,2021,3,2023,int:Globex,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Energy,int:Implementation,Advisory,32,143,805,558,Hours,EUR,230499,EUR,500,sqm,False
Melissa Ashley,int:Melissa Ashley,int:Principal Python Developer,melissa.ashley@example.org,melissaashley,ext_b3343076,b3343076,cv_b3343076,747.364.9078,286-573-4257x54090,1979,Data Engineering,India,British,81825288,551c14e8,2025-03-12,2026-01-03,3,2023,11,2023,int:Contoso,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Finance,int:Advisory,Advisory,99,86,361,556,Budget,GBP,26681,GBP,700,sqm,False
Melissa Ashley,int:Melissa Ashley,int:Principal Python Developer,melissa.ashley@example.org,melissaashley,ext_b3343076,b3343076,cv_b3343076,747.364.9078,286-573-4257x54090,1979,Data Engineering,India,British,f43edad3,52690039,2025-02-24,2025-09-10,1,2015,11,2015,int:Contoso,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Energy,int:Advisory,Advisory,75,128,991,1617,Budget,GBP,230011,NOK,200,sqm,True
Melissa Ashley,int:Melissa Ashley,int:Principal Python Developer,melissa.ashley@example.org,melissaashley,ext_b3343076,b3343076,cv_b3343076,747.364.9078,286-573-4257x54090,1979,Data Engineering,India,British,8c3b0d0c,1038e0c7,2024-12-02,2024-06-26,4,2023,12,2025,int:Globex,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Health,int:Advisory,Advisory,68,130,813,225,Hours,GBP,88171,NOK,800,sqm,True
Melissa Ashley,int:Melissa Ashley,int:Principal Python Developer,melissa.ashley@example.org,melissaashley,ext_b3343076,b3343076,cv_b3343076,747.364.9078,286-573-4257x54090,1979,Data Engineering,India,British,7190809c,ad4378de,2025-03-06,2024-07-19,10,2014,10,2019,int:Globex,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Health,int:Implementation,Implementation,99,36,317,363,Hours,SEK,133460,GBP,700,sqm,True
Melissa Ashley,int:Melissa Ashley,int:Principal Python Developer,melissa.ashley@example.org,melissaashley,ext_b3343076,b3343076,cv_b3343076,747.364.9078,286-573-4257x54090,1979,Data Engineering,India,British,3b1c52cf,9c960c49,2024-09-22,2024-10-02,4,2014,7,2014,int:Contoso,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Health,int:Implementation,Implementation,99,170,761,866,Budget,GBP,218796,EUR,200,sqm,False
Robert Adkins,int:Robert Adkins,int:Principal Data Platform Engineer,robert.adkins@example.com,robertadkins,ext_83e92a7d,83e92a7d,cv_83e92a7d,686-645-1837x606,634-332-7560,1994,Data Engineering,India,Polish,2a0a1490,89c8ac7b,2024-07-28,2025-10-25,6,2022,9,2024,int:Acme,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Health,int:Advisory,Advisory,34,11,902,1465,Budget,SEK,153376,SEK,1000,sqm,True
Robert Adkins,int:Robert Adkins,int:Principal Data Platform Engineer,robert.adkins@example.com,robertadkins,ext_83e92a7d,83e92a7d,cv_83e92a7d,686-645-1837x606,634-332-7560,1994,Data Engineering,India,Polish,cc649526,f3b97a8c,2024-09-24,2025-01-09,6,2024,3,2024,int:Globex,Acme,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Energy,int:Advisory,Advisory,77,180,417,1841,Hours,GBP,118097,GBP,600,sqm,False
Robert Adkins,int:Robert Adkins,int:Principal Data Platform Engineer,robert.adkins@example.com,robertadkins,ext_83e92a7d,83e92a7d,cv_83e92a7d,686-645-1837x606,634-332-7560,1994,Data Engineering,India,Polish,fd49e234,01129c85,2024-10-18,2025-07-26,11,2012,3,2015,int:Acme,Acme,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Energy,int:Advisory,Advisory,13,183,446,1211,Budget,NOK,93901,NOK,200,sqm,True
Amy Morrison,int:Amy Morrison,int:Principal Python Developer,amy.morrison@mail.test,amymorrison,ext_042cef84,042cef84,cv_042cef84,001-777-965-6124x81569,001-300-327-2063x459,1999,Data Engineering,Australia,Danish,37a33d3e,ad221649,2024-11-21,2024-08-03,11,2022,7,2026,int:Contoso,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Energy,int:Advisory,Implementation,59,172,402,895,Hours,SEK,67477,SEK,500,sqm,False
Amy Morrison,int:Amy Morrison,int:Principal Python Developer,amy.morrison@mail.test,amymorrison,ext_042cef84,042cef84,cv_042cef84,001-777-965-6124x81569,001-300-327-2063x459,1999,Data Engineering,Australia,Danish,b4c2d9c9,e70f752a,2025-02-09,2025-08-12,12,2019,10,2021,int:Acme,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Health,int:Implementation,Implementation,33,65,596,694,Budget,EUR,74192,GBP,600,sqm,True
Amy Morrison,int:Amy Morrison,int:Principal Python Developer,amy.morrison@mail.test,amymorrison,ext_042cef84,042cef84,cv_042cef84,001-777-965-6124x81569,001-300-327-2063x459,1999,Data Engineering,Australia,Danish,01a6af4c,215fdf95,2025-06-11,2026-03-26,2,2017,10,2018,int:Contoso,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Health,int:Advisory,Implementation,44,100,701,1096,Hours,SEK,117397,EUR,100,sqm,False
Amy Morrison,int:Amy Morrison,int:Principal Python Developer,amy.morrison@mail.test,amymorrison,ext_042cef84,042cef84,cv_042cef84,001-777-965-6124x81569,001-300-327-2063x459,1999,Data Engineering,Australia,Danish,31b5da7e,beaa9aec,2025-12-29,2025-01-09,10,2021,9,2021,int:Contoso,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Health,int:Advisory,Advisory,48,139,865,1319,Hours,GBP,128668,NOK,400,sqm,True
Jeffrey Robinson,int:Jeffrey Robinson,int:Consultant Analytics Engineer,jeffrey.robinson@example.com,jeffreyrobinson,ext_0d94ace0,0d94ace0,cv_0d94ace0,(438)629-6577,(895)843-1652,1991,Data Engineering,United Kingdom,Norwegian,79d27cd6,6b5f22a4,2025-07-09,2025-07-07,9,2022,5,2026,int:Globex,Acme,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Energy,int:Advisory,Advisory,71,81,342,998,Budget,NOK,47120,SEK,900,sqm,False
Jeffrey Robinson,int:Jeffrey Robinson,int:Consultant Analytics Engineer,jeffrey.robinson@example.com,jeffreyrobinson,ext_0d94ace0,0d94ace0,cv_0d94ace0,(438)629-6577,(895)843-1652,1991,Data Engineering,United Kingdom,Norwegian,38e6027a,25b377e9,2025-03-07,2026-01-19,8,2020,6,2023,int:Globex,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Finance,int:Implementation,Implementation,17,92,703,125,Hours,GBP,101928,NOK,800,sqm,True
