Name,Name (multilang),Title (#{lang}),Email,UPN,External User ID,CV Partner User ID,CV Partner CV ID,Phone Number,Landline,Birth Year,Department,Country,Nationality,CV Partner section ID,External unique ID,Updated,Updated by owner,Month from,Year from,Month to,Year to,Highlighted,Employer,Description,Long Description
Russell Carpenter,int:Russell Carpenter,int:Associate DevOps Engineer,russell.carpenter@example.com,russellcarpenter,ext_574ce717,574ce717,cv_574ce717,330-409-1093x911,(692)412-4471x7465,2001,Cloud Engineering,USA,British,80bef45e,22e25d73,2025-08-15,2026-03-13,12,2019,12,2020,True,ConsultCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Diana Marshall,int:Diana Marshall,int:Associate Data Engineer,diana.marshall@example.com,dianamarshall,ext_b30db712,b30db712,cv_b30db712,001-514-806-6504x42717,(971)628-6391,2000,Data Engineering,United Kingdom,Danish,9997acb6,a98b5e85,2025-03-06,2024-06-04,3,2015,3,2018,False,Energia,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Diana Marshall,int:Diana Marshall,int:Associate Data Engineer,diana.marshall@example.com,dianamarshall,ext_b30db712,b30db712,cv_b30db712,001-514-806-6504x42717,(971)628-6391,2000,Data Engineering,United Kingdom,Danish,30a879f8,6578d481,2024-05-18,2025-01-10,11,2021,1,2024,False,ConsultCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Diana Marshall,int:Diana Marshall,int:Associate Data Engineer,diana.marshall@example.com,dianamarshall,ext_b30db712,b30db712,cv_b30db712,001-514-806-6504x42717,(971)628-6391,2000,Data Engineering,United Kingdom,Danish,f9f3c709,9aa2902c,2024-09-04,2024-11-20,8,2018,1,2020,True,Energia,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Diana Marshall,int:Diana Marshall,int:Associate Data Engineer,diana.marshall@example.com,dianamarshall,ext_b30db712,b30db712,cv_b30db712,001-514-806-6504x42717,(971)628-6391,2000,Data Engineering,United Kingdom,Danish,3457b5f8,b070689e,2024-07-31,2024-06-19,9,2022,6,2023,True,HealthCorp,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Diana Marshall,int:Diana Marshall,int:Associate Data Engineer,diana.marshall@example.com,dianamarshall,ext_b30db712,b30db712,cv_b30db712,001-514-806-6504x42717,(971)628-6391,2000,Data Engineering,United Kingdom,Danish,dc9ddc60,b929fe16,2025-07-04,2025-07-09,5,2018,8,2018,True,RetailCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Diana Marshall,int:Diana Marshall,int:Associate Data Engineer,diana.marshall@example.com,dianamarshall,ext_b30db712,b30db712,cv_b30db712,001-514-806-6504x42717,(971)628-6391,2000,Data Engineering,United Kingdom,Danish,8be0bbdf,b3ba09eb,2025-12-31,2025-12-17,1,2010,10,2015,True,Energia,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Scott Lewis,int:Scott Lewis,int:Principal Kubernetes Engineer,scott.lewis@example.com,scottlewis,ext_cef78287,cef78287,cv_cef78287,401-219-4707,9649256908,1998,Cloud Engineering,Ireland,Swedish,2e2d4a64,e6bb51f0,2025-11-18,2025-10-23,9,2021,8,2021,False,Acme Bank,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Thomas Santana,int:Thomas Santana,int:Consultant C# Developer,thomas.santana@mail.test,thomassantana,ext_76544518,76544518,cv_76544518,(861)283-0671x98554,+1-515-685-1743x2806,1971,Software Engineering,United Kingdom,British,b62a3391,106d15e6,2023-06-30,2024-09-06,9,2020,4,2021,False,ConsultCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Thomas Santana,int:Thomas Santana,int:Consultant C# Developer,thomas.santana@mail.test,thomassantana,ext_76544518,76544518,cv_76544518,(861)283-0671x98554,+1-515-685-1743x2806,1971,Software Engineering,United Kingdom,British,80aa1920,b6df50a3,2024-06-11,2024-03-28,4,2016,8,2017,True,Energia,"Worked on data platforms, software delivery and BI.",
Laura Jackson,int:Laura Jackson,int:Senior Delivery Manager,laura.jackson@example.org,laurajackson,ext_c7489d42,c7489d42,cv_c7489d42,001-561-957-1732x030,(818)347-8700x5050,1994,Delivery Management,Australia,Polish,22818641,72352886,2025-01-02,2026-02-25,7,2014,5,2015,True,HealthCorp,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Cynthia Rogers,int:Cynthia Rogers,int:Associate C# Developer,cynthia.rogers@example.org,cynthiarogers,ext_5c4dbd5c,5c4dbd5c,cv_5c4dbd5c,717-899-3136,419-882-5309x25114,1998,Software Engineering,India,Danish,05a8f169,98af7076,2025-06-15,2023-10-13,1,2020,6,2021,True,HealthCorp,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Cynthia Rogers,int:Cynthia Rogers,int:Associate C# Developer,cynthia.rogers@example.org,cynthiarogers,ext_5c4dbd5c,5c4dbd5c,cv_5c4dbd5c,717-899-3136,419-882-5309x25114,1998,Software Engineering,India,Danish,a5cb372f,95554568,2026-02-06,2025-04-09,9,2022,10,2022,True,HealthCorp,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Cynthia Rogers,int:Cynthia Rogers,int:Associate C# Developer,cynthia.rogers@example.org,cynthiarogers,ext_5c4dbd5c,5c4dbd5c,cv_5c4dbd5c,717-899-3136,419-882-5309x25114,1998,Software Engineering,India,Danish,f4e4cff9,38806bbe,2023-07-12,2026-01-31,10,2022,4,2024,False,RetailCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Cynthia Rogers,int:Cynthia Rogers,int:Associate C# Developer,cynthia.rogers@example.org,cynthiarogers,ext_5c4dbd5c,5c4dbd5c,cv_5c4dbd5c,717-899-3136,419-882-5309x25114,1998,Software Engineering,India,Danish,1e88fb5d,bac14597,2024-09-17,2024-09-26,1,2012,9,2017,False,HealthCorp,"Worked on data platforms, software delivery and BI.",
Loretta Potter,int:Loretta Potter,int:Principal Data Scientist,loretta.potter@example.com,lorettapotter,ext_442e5246,442e5246,cv_442e5246,(358)827-3902,001-520-471-0021x94672,1990,AI/ML,United Kingdom,British,ce6cf7f9,bae57571,2025-01-03,2023-06-20,1,2017,12,2017,False,RetailCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Emily Walker,int:Emily Walker,int:Associate .NET Engineer,emily.walker@example.com,emilywalker,ext_730b2f88,730b2f88,cv_730b2f88,+1-348-676-3290x9279,(560)983-3181x958,1968,Software Engineering,India,Danish,0d9237a2,a6b800ac,2025-11-18,2023-08-13,9,2022,3,2023,True,HealthCorp,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Emily Walker,int:Emily Walker,int:Associate .NET Engineer,emily.walker@example.com,emilywalker,ext_730b2f88,730b2f88,cv_730b2f88,+1-348-676-3290x9279,(560)983-3181x958,1968,Software Engineering,India,Danish,2b2d954c,4a366fe6,2025-10-22,2025-11-15,6,2014,9,2019,False,RetailCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Emily Walker,int:Emily Walker,int:Associate .NET Engineer,emily.walker@example.com,emilywalker,ext_730b2f88,730b2f88,cv_730b2f88,+1-348-676-3290x9279,(560)983-3181x958,1968,Software Engineering,India,Danish,e9330083,0a067bb1,2023-07-15,2025-12-24,10,2015,3,2018,True,Acme Bank,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Emily Walker,int:Emily Walker,int:Associate .NET Engineer,emily.walker@example.com,emilywalker,ext_730b2f88,730b2f88,cv_730b2f88,+1-348-676-3290x9279,(560)983-3181x958,1968,Software Engineering,India,Danish,794ece08,2af3344a,2024-05-19,2025-09-03,6,2013,10,2017,True,Energia,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Emily Walker,int:Emily Walker,int:Associate .NET Engineer,emily.walker@example.com,emilywalker,ext_730b2f88,730b2f88,cv_730b2f88,+1-348-676-3290x9279,(560)983-3181x958,1968,Software Engineering,India,Danish,ccb67337,540c2670,2024-09-26,2025-12-10,4,2022,8,2023,False,Acme Bank,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
James Johnson,int:James Johnson,int:Senior DevOps Engineer,james.johnson@example.org,jamesjohnson,ext_5ae88d74,5ae88d74,cv_5ae88d74,001-634-503-1277x22005,(345)397-0108x22078,2002,Cloud Engineering,USA,Danish,89a11b46,8b3bb653,2024-05-06,2023-09-15,6,2020,8,2022,True,HealthCorp,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
James Johnson,int:James Johnson,int:Senior DevOps Engineer,james.johnson@example.org,jamesjohnson,ext_5ae88d74,5ae88d74,cv_5ae88d74,001-634-503-1277x22005,(345)397-0108x22078,2002,Cloud Engineering,USA,Danish,fe39287f,74f49a60,2026-01-16,2024-02-25,8,2020,1,2023,True,HealthCorp,"Worked on data platforms, software delivery and BI.",
James Johnson,int:James Johnson,int:Senior DevOps Engineer,james.johnson@example.org,jamesjohnson,ext_5ae88d74,5ae88d74,cv_5ae88d74,001-634-503-1277x22005,(345)397-0108x22078,2002,Cloud Engineering,USA,Danish,526e4066,c1496bb9,2023-12-26,2024-11-17,2,2014,3,2019,True,ConsultCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
James Johnson,int:James Johnson,int:Senior DevOps Engineer,james.johnson@example.org,jamesjohnson,ext_5ae88d74,5ae88d74,cv_5ae88d74,001-634-503-1277x22005,(345)397-0108x22078,2002,Cloud Engineering,USA,Danish,0a2c641f,2e958ea6,2024-05-08,2025-07-27,4,2012,11,2013,True,ConsultCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
John Alvarez,int:John Alvarez,int:Senior Frontend Engineer,john.alvarez@example.com,johnalvarez,ext_62a31c39,62a31c39,cv_62a31c39,379.795.6353,913.263.6317,1987,Software Engineering,Ireland,Danish,72dcf6bc,5df1b10b,2024-06-30,2024-05-05,2,2015,9,2016,False,RetailCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
John Alvarez,int:John Alvarez,int:Senior Frontend Engineer,john.alvarez@example.com,johnalvarez,ext_62a31c39,62a31c39,cv_62a31c39,379.795.6353,913.263.6317,1987,Software Engineering,Ireland,Danish,44634157,121a2a05,2023-10-03,2025-02-07,6,2011,5,2016,True,HealthCorp,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
John Alvarez,int:John Alvarez,int:Senior Frontend Engineer,john.alvarez@example.com,johnalvarez,ext_62a31c39,62a31c39,cv_62a31c39,379.795.6353,913.263.6317,1987,Software Engineering,Ireland,Danish,feb11dd4,9e6bf07d,2023-04-23,2026-01-23,4,2018,6,2020,False,Energia,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
John Alvarez,int:John Alvarez,int:Senior Frontend Engineer,john.alvarez@example.com,johnalvarez,ext_62a31c39,62a31c39,cv_62a31c39,379.795.6353,913.263.6317,1987,Software Engineering,Ireland,Danish,4b5ff32a,a0ceb8b5,2024-04-24,2026-03-11,11,2022,8,2022,False,Acme Bank,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
John Alvarez,int:John Alvarez,int:Senior Frontend Engineer,john.alvarez@example.com,johnalvarez,ext_62a31c39,62a31c39,cv_62a31c39,379.795.6353,913.263.6317,1987,Software Engineering,Ireland,Danish,ee0f676e,8fbfa9ee,2023-05-09,2025-12-23,11,2011,3,2016,False,RetailCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
John Alvarez,int:John Alvarez,int:Senior Frontend Engineer,john.alvarez@example.com,johnalvarez,ext_62a31c39,62a31c39,cv_62a31c39,379.795.6353,913.263.6317,1987,Software Engineering,Ireland,Danish,ba54c814,a346b7b8,2025-06-06,2026-03-25,11,2013,5,2018,False,Acme Bank,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Melissa Jones,int:Melissa Jones,int:Associate Backend Engineer,melissa.jones@example.com,melissajones,ext_aacb4fd4,aacb4fd4,cv_aacb4fd4,(723)497-2652x73543,4907421776,1978,Software Engineering,India,Swedish,c597788d,ab700da6,2025-02-15,2023-08-28,3,2018,7,2020,True,Acme Bank,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Melissa Jones,int:Melissa Jones,int:Associate Backend Engineer,melissa.jones@example.com,melissajones,ext_aacb4fd4,aacb4fd4,cv_aacb4fd4,(723)497-2652x73543,4907421776,1978,Software Engineering,India,Swedish,799821e5,55754685,2023-06-29,2025-07-03,4,2015,4,2017,True,Acme Bank,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Melissa Jones,int:Melissa Jones,int:Associate Backend Engineer,melissa.jones@example.com,melissajones,ext_aacb4fd4,aacb4fd4,cv_aacb4fd4,(723)497-2652x73543,4907421776,1978,Software Engineering,India,Swedish,da06cda2,8a401511,2023-05-31,2024-10-25,3,2024,10,2024,True,HealthCorp,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Robert Soto,int:Robert Soto,int:Principal Frontend Engineer,robert.soto@example.com,robertsoto,ext_4bee36aa,4bee36aa,cv_4bee36aa,349.829.2983,573.497.7406x33569,2001,Software Engineering,United Kingdom,Norwegian,9977e767,8b8d462c,2025-09-21,2025-08-02,3,2011,7,2016,True,Energia,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Robert Soto,int:Robert Soto,int:Principal Frontend Engineer,robert.soto@example.com,robertsoto,ext_4bee36aa,4bee36aa,cv_4bee36aa,349.829.2983,573.497.7406x33569,2001,Software Engineering,United Kingdom,Norwegian,1ff76633,d7e1b81e,2025-09-01,2023-10-22,3,2019,1,2023,True,Acme Bank,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Robert Soto,int:Robert Soto,int:Principal Frontend Engineer,robert.soto@example.com,robertsoto,ext_4bee36aa,4bee36aa,cv_4bee36aa,349.829.2983,573.497.7406x33569,2001,Software Engineering,United Kingdom,Norwegian,9e6ca415,c8026548,2024-10-17,2024-10-30,4,2010,1,2012,False,RetailCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Robert Soto,int:Robert Soto,int:Principal Frontend Engineer,robert.soto@example.com,robertsoto,ext_4bee36aa,4bee36aa,cv_4bee36aa,349.829.2983,573.497.7406x33569,2001,Software Engineering,United Kingdom,Norwegian,1a9d34f8,378844bb,2025-07-13,2025-02-09,4,2024,12,2024,True,RetailCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Troy Sanchez,int:Troy Sanchez,int:Associate .NET Engineer,troy.sanchez@mail.test,troysanchez,ext_1eef48ba,1eef48ba,cv_1eef48ba,+1-810-474-2799x0772,(570)316-5804x649,1972,Software Engineering,USA,Norwegian,50c683cb,3a50a6e3,2025-12-07,2023-04-20,4,2011,2,2014,True,ConsultCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Troy Sanchez,int:Troy Sanchez,int:Associate .NET Engineer,troy.sanchez@mail.test,troysanchez,ext_1eef48ba,1eef48ba,cv_1eef48ba,+1-810-474-2799x0772,(570)316-5804x649,1972,Software Engineering,USA,Norwegian,486940bf,7c15ff23,2024-10-06,2025-05-01,3,2015,6,2015,False,HealthCorp,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Troy Sanchez,int:Troy Sanchez,int:Associate .NET Engineer,troy.sanchez@mail.test,troysanchez,ext_1eef48ba,1eef48ba,cv_1eef48ba,+1-810-474-2799x0772,(570)316-5804x649,1972,Software Engineering,USA,Norwegian,6f5ab9ec,15155547,2024-12-14,2023-10-09,6,2011,11,2013,False,Acme Bank,"Worked on data platforms, software delivery and BI.",
Troy Sanchez,int:Troy Sanchez,int:Associate .NET Engineer,troy.sanchez@mail.test,troysanchez,ext_1eef48ba,1eef48ba,cv_1eef48ba,+1-810-474-2799x0772,(570)316-5804x649,1972,Software Engineering,USA,Norwegian,1c5a1a2e,dde3ed13,2025-09-18,2025-01-11,12,2010,11,2010,False,ConsultCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Diana Smith,int:Diana Smith,int:Associate ML Engineer,diana.smith@example.org,dianasmith,ext_7501f810,7501f810,cv_7501f810,+1-750-785-0165x790,(381)983-2538,1984,AI/ML,Australia,British,8a73506c,50af347f,2025-11-19,2024-03-03,8,2012,11,2013,False,RetailCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Diana Smith,int:Diana Smith,int:Associate ML Engineer,diana.smith@example.org,dianasmith,ext_7501f810,7501f810,cv_7501f810,+1-750-785-0165x790,(381)983-2538,1984,AI/ML,Australia,British,70392a47,4660eaa5,2024-05-27,2024-08-30,4,2019,12,2022,True,Energia,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Diana Smith,int:Diana Smith,int:Associate ML Engineer,diana.smith@example.org,dianasmith,ext_7501f810,7501f810,cv_7501f810,+1-750-785-0165x790,(381)983-2538,1984,AI/ML,Australia,British,e144bc44,159da176,2023-11-19,2025-05-14,9,2014,10,2014,True,Acme Bank,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Diana Smith,int:Diana Smith,int:Associate ML Engineer,diana.smith@example.org,dianasmith,ext_7501f810,7501f810,cv_7501f810,+1-750-785-0165x790,(381)983-2538,1984,AI/ML,Australia,British,38031b58,d65a7888,2024-11-21,2025-08-27,12,2017,5,2017,True,Acme Bank,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Diana Smith,int:Diana Smith,int:Associate ML Engineer,diana.smith@example.org,dianasmith,ext_7501f810,7501f810,cv_7501f810,+1-750-785-0165x790,(381)983-2538,1984,AI/ML,Australia,British,65f36878,1a062c78,2026-02-09,2025-04-16,5,2022,6,2023,False,ConsultCo,"Worked on data platforms, software delivery and BI.",
Diana Smith,int:Diana Smith,int:Associate ML Engineer,diana.smith@example.org,dianasmith,ext_7501f810,7501f810,cv_7501f810,+1-750-785-0165x790,(381)983-2538,1984,AI/ML,Australia,British,d026fa4a,317fbab6,2025-01-16,2023-04-12,8,2019,12,2023,False,HealthCorp,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Karen Carrillo,int:Karen Carrillo,int:Senior Databricks Engineer,karen.carrillo@mail.test,karencarrillo,ext_0358eeb6,0358eeb6,cv_0358eeb6,001-793-935-5486x4015,988.317.8847x9513,1998,Data Engineering,India,British,892b95e7,92ef4ca7,2023-06-02,2024-05-14,2,2019,9,2020,False,Acme Bank,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Karen Carrillo,int:Karen Carrillo,int:Senior Databricks Engineer,karen.carrillo@mail.test,karencarrillo,ext_0358eeb6,0358eeb6,cv_0358eeb6,001-793-935-5486x4015,988.317.8847x9513,1998,Data Engineering,India,British,61d58947,1d049bb0,2025-04-07,2024-07-12,2,2022,11,2025,False,HealthCorp,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Daniel Coleman,int:Daniel Coleman,int:Senior .NET Engineer,daniel.coleman@example.org,danielcoleman,ext_8b782af2,8b782af2,cv_8b782af2,462-941-1241,(738)804-6827,1994,Software Engineering,United Kingdom,Danish,d80fc083,daa581b6,2024-03-19,2025-04-16,6,2012,5,2016,False,Energia,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Daniel Coleman,int:Daniel Coleman,int:Senior .NET Engineer,daniel.coleman@example.org,danielcoleman,ext_8b782af2,8b782af2,cv_8b782af2,462-941-1241,(738)804-6827,1994,Software Engineering,United Kingdom,Danish,0ff52c22,9072cd3f,2023-12-23,2025-08-12,9,2015,3,2019,True,ConsultCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Daniel Coleman,int:Daniel Coleman,int:Senior .NET Engineer,daniel.coleman@example.org,danielcoleman,ext_8b782af2,8b782af2,cv_8b782af2,462-941-1241,(738)804-6827,1994,Software Engineering,United Kingdom,Danish,0753b261,6863f92c,2025-12-03,2024-12-26,8,2012,8,2012,True,HealthCorp,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Daniel Coleman,int:Daniel Coleman,int:Senior .NET Engineer,daniel.coleman@example.org,danielcoleman,ext_8b782af2,8b782af2,cv_8b782af2,462-941-1241,(738)804-6827,1994,Software Engineering,United Kingdom,Danish,8cb8b38a,5dc3c865,2024-08-26,2026-03-02,11,2014,10,2016,False,HealthCorp,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
April Williams,int:April Williams,int:Consultant DevOps Engineer,april.williams@mail.test,aprilwilliams,ext_9e9e296f,9e9e296f,cv_9e9e296f,475.440.2547,001-484-922-2231x059,1974,Cloud Engineering,United Kingdom,Swedish,cf4662a3,8d5506c9,2024-07-27,2024-09-03,2,2015,11,2019,False,HealthCorp,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Stephen Solis,int:Stephen Solis,int:Lead Delivery Manager,stephen.solis@example.org,stephensolis,ext_ba51689e,ba51689e,cv_ba51689e,649.229.7517x0281,(693)575-1509x3983,1975,Delivery Management,USA,Swedish,46da293e,2295c5b1,2026-04-02,2025-07-25,12,2014,5,2014,True,Energia,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Elizabeth Travis,int:Elizabeth Travis,int:Consultant Backend Engineer,elizabeth.travis@mail.test,elizabethtravis,ext_e3b1c9a2,e3b1c9a2,cv_e3b1c9a2,7182718637,+1-356-526-5650x45547,1984,Software Engineering,Ireland,Norwegian,ed060cbe,a77cfc90,2025-05-15,2025-06-25,8,2019,7,2023,False,HealthCorp,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Elizabeth Travis,int:Elizabeth Travis,int:Consultant Backend Engineer,elizabeth.travis@mail.test,elizabethtravis,ext_e3b1c9a2,e3b1c9a2,cv_e3b1c9a2,7182718637,+1-356-526-5650x45547,1984,Software Engineering,Ireland,Norwegian,d66fd858,44c894c2,2023-05-21,2025-09-15,12,2016,8,2020,True,HealthCorp,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Patricia Salazar,int:Patricia Salazar,int:Consultant Analytics Engineer,patricia.salazar@mail.test,patriciasalazar,ext_1e91b82d,1e91b82d,cv_1e91b82d,626.948.7049,+1-373-600-2447,1998,Data Engineering,USA,British,9aaec793,f2cae66d,2025-03-05,2025-04-01,10,2017,5,2021,True,ConsultCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Patricia Salazar,int:Patricia Salazar,int:Consultant Analytics Engineer,patricia.salazar@mail.test,patriciasalazar,ext_1e91b82d,1e91b82d,cv_1e91b82d,626.948.7049,+1-373-600-2447,1998,Data Engineering,USA,British,04395e5c,4672bc66,2023-08-07,2026-03-20,4,2015,9,2020,True,RetailCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Jennifer Wagner,int:Jennifer Wagner,int:Consultant Analytics Engineer,jennifer.wagner@mail.test,jenniferwagner,ext_78563609,78563609,cv_78563609,(827)630-1471x95979,+1-971-458-9042x9025,1971,Data Engineering,United Kingdom,British,64d0c718,83f55218,2025-05-02,2023-07-07,8,2023,11,2024,True,ConsultCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Jennifer Wagner,int:Jennifer Wagner,int:Consultant Analytics Engineer,jennifer.wagner@mail.test,jenniferwagner,ext_78563609,78563609,cv_78563609,(827)630-1471x95979,+1-971-458-9042x9025,1971,Data Engineering,United Kingdom,British,00c6c172,8952e348,2025-08-10,2023-10-17,10,2011,2,2011,False,Energia,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Jennifer Wagner,int:Jennifer Wagner,int:Consultant Analytics Engineer,jennifer.wagner@mail.test,jenniferwagner,ext_78563609,78563609,cv_78563609,(827)630-1471x95979,+1-971-458-9042x9025,1971,Data Engineering,United Kingdom,British,af133687,16dbaa09,2023-05-28,2025-03-24,12,2020,8,2021,True,Acme Bank,"Worked on data platforms, software delivery and BI.",
Jennifer Wagner,int:Jennifer Wagner,int:Consultant Analytics Engineer,jennifer.wagner@mail.test,jenniferwagner,ext_78563609,78563609,cv_78563609,(827)630-1471x95979,+1-971-458-9042x9025,1971,Data Engineering,United Kingdom,British,388537f7,24068756,2024-07-11,2026-02-25,2,2010,10,2014,True,RetailCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Jennifer Wagner,int:Jennifer Wagner,int:Consultant Analytics Engineer,jennifer.wagner@mail.test,jenniferwagner,ext_78563609,78563609,cv_78563609,(827)630-1471x95979,+1-971-458-9042x9025,1971,Data Engineering,United Kingdom,British,c06c4bf3,6f052393,2024-09-05,2025-05-05,2,2018,4,2020,False,Energia,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Maria Kelley,int:Maria Kelley,int:Consultant Databricks Engineer,maria.kelley@mail.test,mariakelley,ext_73989ac9,73989ac9,cv_73989ac9,(520)445-6504x481,001-419-228-5544x51895,1990,Data Engineering,Ireland,Swedish,023bc676,6e015ddd,2024-10-17,2023-12-06,11,2020,5,2024,False,Energia,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Phyllis Manning,int:Phyllis Manning,int:Principal C# Developer,phyllis.manning@mail.test,phyllismanning,ext_ab4e9dce,ab4e9dce,cv_ab4e9dce,(584)457-6521,233.989.8881x67112,1986,Software Engineering,Slovenia,Norwegian,bb8d9a2a,fa843219,2023-08-07,2023-04-24,10,2014,12,2016,True,HealthCorp,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Phyllis Manning,int:Phyllis Manning,int:Principal C# Developer,phyllis.manning@mail.test,phyllismanning,ext_ab4e9dce,ab4e9dce,cv_ab4e9dce,(584)457-6521,233.989.8881x67112,1986,Software Engineering,Slovenia,Norwegian,34f88aca,aef4bfcc,2024-04-22,2023-11-17,10,2011,1,2011,False,HealthCorp,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Phyllis Manning,int:Phyllis Manning,int:Principal C# Developer,phyllis.manning@mail.test,phyllismanning,ext_ab4e9dce,ab4e9dce,cv_ab4e9dce,(584)457-6521,233.989.8881x67112,1986,Software Engineering,Slovenia,Norwegian,14a5f8b3,f1cba820,2023-12-19,2023-12-16,2,2016,10,2018,False,HealthCorp,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Phyllis Manning,int:Phyllis Manning,int:Principal C# Developer,phyllis.manning@mail.test,phyllismanning,ext_ab4e9dce,ab4e9dce,cv_ab4e9dce,(584)457-6521,233.989.8881x67112,1986,Software Engineering,Slovenia,Norwegian,599c35bf,e2cece50,2023-07-13,2025-08-21,4,2014,7,2019,True,RetailCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
John Walsh,int:John Walsh,int:Associate DevOps Engineer,john.walsh@example.org,johnwalsh,ext_0cc96594,0cc96594,cv_0cc96594,6312089071,440-711-9393,1981,Cloud Engineering,United Kingdom,Polish,793bb2e4,aba435c3,2025-09-13,2025-03-25,2,2017,9,2017,True,HealthCorp,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
John Walsh,int:John Walsh,int:Associate DevOps Engineer,john.walsh@example.org,johnwalsh,ext_0cc96594,0cc96594,cv_0cc96594,6312089071,440-711-9393,1981,Cloud Engineering,United Kingdom,Polish,d9953159,16b11713,2025-11-18,2025-04-01,7,2020,6,2023,True,ConsultCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
