Name,Name (multilang),Title (#{lang}),Email,UPN,External User ID,CV Partner User ID,CV Partner CV ID,Phone Number,Landline,Birth Year,Department,Country,Nationality,CV Partner section ID,External unique ID,Updated,Updated by owner,Year from,Year to,Highlighted,Name,Description
Associate AI Engineer,int:Ryan Johnson,int:Associate AI Engineer,ryan.johnson@example.com,ryanjohnson,ext_0b2e35dd,0b2e35dd,cv_0b2e35dd,001-530-608-9317,001-320-269-6942x152,1982,AI/ML,United Kingdom,British,4534e0b3,ece3d33b,2025-11-04,2024-09-30,2017,2018,False,Associate AI Engineer,Progression based on delivery impact.
Associate Frontend Engineer,int:Matthew Shelton,int:Associate Frontend Engineer,matthew.shelton@mail.test,matthewshelton,ext_485edaa2,485edaa2,cv_485edaa2,001-886-477-1333x447,(939)534-3626x20443,1978,Software Engineering,Spain,British,bc429783,35d95332,2025-07-30,2025-08-19,2021,2022,False,Associate Frontend Engineer,Progression based on delivery impact.
Consultant Kubernetes Engineer,int:Richard Martin,int:Principal Kubernetes Engineer,richard.martin@mail.test,richardmartin,ext_116097ed,116097ed,cv_116097ed,(697)310-7256x366,280-205-3759,1995,Cloud Engineering,Ireland,Polish,3498983c,beb77f4a,2025-11-25,2024-11-04,2019,2020,False,Consultant Kubernetes Engineer,Progression based on delivery impact.
Senior Kubernetes Engineer,int:Richard Martin,int:Principal Kubernetes Engineer,richard.martin@mail.test,richardmartin,ext_116097ed,116097ed,cv_116097ed,(697)310-7256x366,280-205-3759,1995,Cloud Engineering,Ireland,Polish,4b4d7d88,ec1fb27c,2025-12-10,2025-10-12,2020,2021,False,Senior Kubernetes Engineer,Progression based on delivery impact.
Principal Kubernetes Engineer,int:Richard Martin,int:Principal Kubernetes Engineer,richard.martin@mail.test,richardmartin,ext_116097ed,116097ed,cv_116097ed,(697)310-7256x366,280-205-3759,1995,Cloud Engineering,Ireland,Polish,b4f20c9d,27cacd30,2024-05-01,2025-11-05,2021,2022,True,Principal Kubernetes Engineer,Progression based on delivery impact.
Associate Solution Architect,int:Tanner Anderson,int:Senior Solution Architect,tanner.anderson@example.com,tanneranderson,ext_75984d23,75984d23,cv_75984d23,689-464-6528x092,475.972.1586x24150,1969,Architecture,USA,Polish,a1bf887b,4988b93a,2025-09-14,2025-10-07,2021,2022,True,Associate Solution Architect,Progression based on delivery impact.
Consultant Solution Architect,int:Tanner Anderson,int:Senior Solution Architect,tanner.anderson@example.com,tanneranderson,ext_75984d23,75984d23,cv_75984d23,689-464-6528x092,475.972.1586x24150,1969,Architecture,USA,Polish,5807cbb7,baf89adb,2024-11-25,2024-09-28,2022,2023,False,Consultant Solution Architect,Progression based on delivery impact.
Senior Solution Architect,int:Tanner Anderson,int:Senior Solution Architect,tanner.anderson@example.com,tanneranderson,ext_75984d23,75984d23,cv_75984d23,689-464-6528x092,475.972.1586x24150,1969,Architecture,USA,Polish,a43fdd65,2b45293a,2024-12-11,2025-02-15,2023,2024,True,Senior Solution Architect,Progression based on delivery impact.
Consultant Full-stack Engineer,int:Cindy Johnson,int:Principal Full-stack Engineer,cindy.johnson@example.com,cindyjohnson,ext_cdc4afcd,cdc4afcd,cv_cdc4afcd,956-444-9485x625,+1-970-632-0320,1977,Software Engineering,India,Polish,7c8f641c,90055103,2024-05-28,2026-03-24,2016,2017,False,Consultant Full-stack Engineer,Progression based on delivery impact.
Senior Full-stack Engineer,int:Cindy Johnson,int:Principal Full-stack Engineer,cindy.johnson@example.com,cindyjohnson,ext_cdc4afcd,cdc4afcd,cv_cdc4afcd,956-444-9485x625,+1-970-632-0320,1977,Software Engineering,India,Polish,9d97ffd6,e320171b,2025-05-13,2025-06-12,2017,2018,True,Senior Full-stack Engineer,Progression based on delivery impact.
Principal Full-stack Engineer,int:Cindy Johnson,int:Principal Full-stack Engineer,cindy.johnson@example.com,cindyjohnson,ext_cdc4afcd,cdc4afcd,cv_cdc4afcd,956-444-9485x625,+1-970-632-0320,1977,Software Engineering,India,Polish,b6e9a8aa,9ddd2f75,2024-09-03,2025-03-19,2018,2019,True,Principal Full-stack Engineer,Progression based on delivery impact.
Senior Enterprise Architect,int:Phillip Elliott,int:Lead Enterprise Architect,phillip.elliott@example.com,phillipelliott,ext_e11ae844,e11ae844,cv_e11ae844,(976)917-0758,512.215.1342x2849,1981,Architecture,Ireland,Danish,2b8ce470,196e2f6e,2025-06-07,2025-01-17,2021,2022,True,Senior Enterprise Architect,Progression based on delivery impact.
Principal Enterprise Architect,int:Phillip Elliott,int:Lead Enterprise Architect,phillip.elliott@example.com,phillipelliott,ext_e11ae844,e11ae844,cv_e11ae844,(976)917-0758,512.215.1342x2849,1981,Architecture,Ireland,Danish,224e2297,24058df5,2025-11-19,2024-07-18,2022,2023,True,Principal Enterprise Architect,Progression based on delivery impact.
Lead Enterprise Architect,int:Phillip Elliott,int:Lead Enterprise Architect,phillip.elliott@example.com,phillipelliott,ext_e11ae844,e11ae844,cv_e11ae844,(976)917-0758,512.215.1342x2849,1981,Architecture,Ireland,Danish,e0a2f76c,ffce462e,2024-05-25,2024-08-16,2023,2024,True,Lead Enterprise Architect,Progression based on delivery impact.
Associate Data Scientist,int:Anthony Day,int:Senior Data Scientist,anthony.day@example.com,anthonyday,ext_aad93073,aad93073,cv_aad93073,392.761.3715x04165,(701)277-7490,1995,AI/ML,United Kingdom,Swedish,8f1b4e94,139f32ef,2024-06-05,2026-01-10,2016,2017,False,Associate Data Scientist,Progression based on delivery impact.
Consultant Data Scientist,int:Anthony Day,int:Senior Data Scientist,anthony.day@example.com,anthonyday,ext_aad93073,aad93073,cv_aad93073,392.761.3715x04165,(701)277-7490,1995,AI/ML,United Kingdom,Swedish,8091b834,51f262e3,2025-10-03,2025-03-09,2017,2018,True,Consultant Data Scientist,Progression based on delivery impact.
Senior Data Scientist,int:Anthony Day,int:Senior Data Scientist,anthony.day@example.com,anthonyday,ext_aad93073,aad93073,cv_aad93073,392.761.3715x04165,(701)277-7490,1995,AI/ML,United Kingdom,Swedish,9a26b79b,db0962ef,2026-03-20,2025-05-06,2018,2019,False,Senior Data Scientist,Progression based on delivery impact.
Associate Backend Engineer,int:Derek Murray,int:Consultant Backend Engineer,derek.murray@example.org,derekmurray,ext_1d24bd04,1d24bd04,cv_1d24bd04,+1-897-359-2304x5018,(342)636-1032x6642,1977,Software Engineering,India,British,bc2f5f6e,d995f96e,2025-07-26,2026-03-08,2020,2021,False,Associate Backend Engineer,Progression based on delivery impact.
Consultant Backend Engineer,int:Derek Murray,int:Consultant Backend Engineer,derek.murray@example.org,derekmurray,ext_1d24bd04,1d24bd04,cv_1d24bd04,+1-897-359-2304x5018,(342)636-1032x6642,1977,Software Engineering,India,British,7c0204ce,fa81a952,2024-10-22,2025-07-10,2021,2022,False,Consultant Backend Engineer,Progression based on delivery impact.
Senior Solution Architect,int:Brent Gray,int:Lead Solution Architect,brent.gray@example.org,brentgray,ext_1256fd59,1256fd59,cv_1256fd59,964.692.5158x3776,001-896-316-5926,1993,Architecture,Ireland,Polish,9652fa58,a338d7fd,2025-07-09,2024-06-29,2020,2021,True,Senior Solution Architect,Progression based on delivery impact.
Principal Solution Architect,int:Brent Gray,int:Lead Solution Architect,brent.gray@example.org,brentgray,ext_1256fd59,1256fd59,cv_1256fd59,964.692.5158x3776,001-896-316-5926,1993,Architecture,Ireland,Polish,e447877c,2d97f210,2024-10-05,2025-11-23,2021,2022,False,Principal Solution Architect,Progression based on delivery impact.
Lead Solution Architect,int:Brent Gray,int:Lead Solution Architect,brent.gray@example.org,brentgray,ext_1256fd59,1256fd59,cv_1256fd59,964.692.5158x3776,001-896-316-5926,1993,Architecture,Ireland,Polish,ade92103,50816ce5,2025-10-25,2024-05-08,2022,2023,True,Lead Solution Architect,Progression based on delivery impact.
Consultant Full-stack Engineer,int:Jason Murphy,int:Principal Full-stack Engineer,jason.murphy@example.org,jasonmurphy,ext_595b1c99,595b1c99,cv_595b1c99,3856732788,261.374.2243x864,2001,Software Engineering,Spain,British,86a5c35f,01e44124,2024-10-27,2025-10-29,2017,2018,True,Consultant Full-stack Engineer,Progression based on delivery impact.
Senior Full-stack Engineer,int:Jason Murphy,int:Principal Full-stack Engineer,jason.murphy@example.org,jasonmurphy,ext_595b1c99,595b1c99,cv_595b1c99,3856732788,261.374.2243x864,2001,Software Engineering,Spain,British,d67af55d,478c086b,2024-09-07,2025-09-21,2018,2019,True,Senior Full-stack Engineer,Progression based on delivery impact.
Principal Full-stack Engineer,int:Jason Murphy,int:Principal Full-stack Engineer,jason.murphy@example.org,jasonmurphy,ext_595b1c99,595b1c99,cv_595b1c99,3856732788,261.374.2243x864,2001,Software Engineering,Spain,British,c1f0eec2,a56e86cb,2025-07-11,2025-05-21,2019,2020,True,Principal Full-stack Engineer,Progression based on delivery impact.
Consultant Data Platform Engineer,int:Kathleen Gray,int:Principal Data Platform Engineer,kathleen.gray@example.com,kathleengray,ext_23a89b1d,23a89b1d,cv_23a89b1d,6817866179,891-680-1722x601,1969,Data Engineering,Ireland,Polish,9226379c,6950c38b,2025-04-07,2024-07-29,2020,2021,True,Consultant Data Platform Engineer,Progression based on delivery impact.
Senior Data Platform Engineer,int:Kathleen Gray,int:Principal Data Platform Engineer,kathleen.gray@example.com,kathleengray,ext_23a89b1d,23a89b1d,cv_23a89b1d,6817866179,891-680-1722x601,1969,Data Engineering,Ireland,Polish,36c1d998,03f4441e,2025-12-17,2025-07-01,2021,2022,False,Senior Data Platform Engineer,
Principal Data Platform Engineer,int:Kathleen Gray,int:Principal Data Platform Engineer,kathleen.gray@example.com,kathleengray,ext_23a89b1d,23a89b1d,cv_23a89b1d,6817866179,891-680-1722x601,1969,Data Engineering,Ireland,Polish,e5264a59,f83b69fd,2025-04-27,2024-06-18,2022,2023,True,Principal Data Platform Engineer,Progression based on delivery impact.
Associate AWS Engineer,int:Karen Decker,int:Associate AWS Engineer,karen.decker@example.org,karendecker,ext_b9f1a608,b9f1a608,cv_b9f1a608,897-279-4523x21941,9616027769,1971,Cloud Engineering,United Kingdom,British,b4564fac,d912a45d,2025-07-09,2025-06-18,2021,2022,False,Associate AWS Engineer,Progression based on delivery impact.
Associate Azure Engineer,int:Johnny Miller,int:Consultant Azure Engineer,johnny.miller@example.org,johnnymiller,ext_2a5011dd,2a5011dd,cv_2a5011dd,+1-595-264-1220x310,972.436.8314,2002,Cloud Engineering,United Kingdom,Swedish,0a1d34df,9e67205f,2026-01-24,2024-05-19,2017,2018,True,Associate Azure Engineer,Progression based on delivery impact.
Consultant Azure Engineer,int:Johnny Miller,int:Consultant Azure Engineer,johnny.miller@example.org,johnnymiller,ext_2a5011dd,2a5011dd,cv_2a5011dd,+1-595-264-1220x310,972.436.8314,2002,Cloud Engineering,United Kingdom,Swedish,29a0d637,e1a3ce26,2024-10-03,2024-06-02,2018,2019,False,Consultant Azure Engineer,Progression based on delivery impact.
Senior UCD and Insights,int:Andrew Ryan,int:Head of UCD and Insights,andrew.ryan@example.com,andrewryan,ext_45d62a44,45d62a44,cv_45d62a44,560.612.2777x0793,001-660-250-1667,1985,Head of UCD and Insights,Ireland,Norwegian,9350e5fd,393fd168,2024-11-10,2025-12-19,2016,2017,False,Senior UCD and Insights,Progression based on delivery impact.
Principal UCD and Insights,int:Andrew Ryan,int:Head of UCD and Insights,andrew.ryan@example.com,andrewryan,ext_45d62a44,45d62a44,cv_45d62a44,560.612.2777x0793,001-660-250-1667,1985,Head of UCD and Insights,Ireland,Norwegian,a1933f9e,e0ab5f74,2024-09-29,2025-04-16,2017,2018,False,Principal UCD and Insights,
Lead UCD and Insights,int:Andrew Ryan,int:Head of UCD and Insights,andrew.ryan@example.com,andrewryan,ext_45d62a44,45d62a44,cv_45d62a44,560.612.2777x0793,001-660-250-1667,1985,Head of UCD and Insights,Ireland,Norwegian,cdf87a36,99eb8b80,2024-10-26,2024-05-27,2018,2019,False,Lead UCD and Insights,Progression based on delivery impact.
Head of UCD and Insights,int:Andrew Ryan,int:Head of UCD and Insights,andrew.ryan@example.com,andrewryan,ext_45d62a44,45d62a44,cv_45d62a44,560.612.2777x0793,001-660-250-1667,1985,Head of UCD and Insights,Ireland,Norwegian,a2810ebc,3ac71a85,2025-05-26,2024-06-17,2019,2020,False,Head of UCD and Insights,Progression based on delivery impact.
Consultant Databricks Engineer,int:Zoe Bell,int:Principal Databricks Engineer,zoe.bell@example.com,zoebell,ext_a06062fd,a06062fd,cv_a06062fd,767.389.9730x8069,567-917-9576x024,1974,Data Engineering,Spain,Norwegian,639eb315,94b451b0,2025-11-09,2026-03-13,2016,2017,False,Consultant Databricks Engineer,Progression based on delivery impact.
Senior Databricks Engineer,int:Zoe Bell,int:Principal Databricks Engineer,zoe.bell@example.com,zoebell,ext_a06062fd,a06062fd,cv_a06062fd,767.389.9730x8069,567-917-9576x024,1974,Data Engineering,Spain,Norwegian,8a04ecb8,d5002b48,2024-07-19,2024-09-14,2017,2018,True,Senior Databricks Engineer,Progression based on delivery impact.
Principal Databricks Engineer,int:Zoe Bell,int:Principal Databricks Engineer,zoe.bell@example.com,zoebell,ext_a06062fd,a06062fd,cv_a06062fd,767.389.9730x8069,567-917-9576x024,1974,Data Engineering,Spain,Norwegian,480da0b6,550e5d13,2024-08-13,2025-07-29,2018,2019,False,Principal Databricks Engineer,Progression based on delivery impact.
Associate Data Engineer,int:Debra Harrington,int:Associate Data Engineer,debra.harrington@mail.test,debraharrington,ext_fdf6ce06,fdf6ce06,cv_fdf6ce06,(873)783-9597x246,329.834.1722x3297,1990,Data Engineering,Australia,Swedish,5b86cac3,6c978ed7,2024-09-26,2024-10-18,2021,2022,False,Associate Data Engineer,Progression based on delivery impact.
Associate Data Scientist,int:Denise Webster,int:Consultant Data Scientist,denise.webster@mail.test,denisewebster,ext_63cc44d4,63cc44d4,cv_63cc44d4,243.338.0054x5228,661-493-1837x45508,1977,AI/ML,United Kingdom,Danish,05005edd,b12c66a1,2024-05-28,2024-12-13,2017,2018,True,Associate Data Scientist,Progression based on delivery impact.
Consultant Data Scientist,int:Denise Webster,int:Consultant Data Scientist,denise.webster@mail.test,denisewebster,ext_63cc44d4,63cc44d4,cv_63cc44d4,243.338.0054x5228,661-493-1837x45508,1977,AI/ML,United Kingdom,Danish,8835ab5d,7fbba45c,2025-12-06,2024-06-20,2018,2019,True,Consultant Data Scientist,Progression based on delivery impact.
Consultant Data Scientist,int:Stefanie Gonzalez,int:Principal Data Scientist,stefanie.gonzalez@example.org,stefaniegonzalez,ext_12b28666,12b28666,cv_12b28666,001-289-310-7711x991,(313)452-4787,2002,AI/ML,Ireland,Polish,f3d1fd14,b7f15bf2,2025-11-11,2024-08-03,2018,2019,True,Consultant Data Scientist,Progression based on delivery impact.
Senior Data Scientist,int:Stefanie Gonzalez,int:Principal Data Scientist,stefanie.gonzalez@example.org,stefaniegonzalez,ext_12b28666,12b28666,cv_12b28666,001-289-310-7711x991,(313)452-4787,2002,AI/ML,Ireland,Polish,747ecff7,7e8c7d2e,2025-09-28,2025-08-16,2019,2020,True,Senior Data Scientist,Progression based on delivery impact.
Principal Data Scientist,int:Stefanie Gonzalez,int:Principal Data Scientist,stefanie.gonzalez@example.org,stefaniegonzalez,ext_12b28666,12b28666,cv_12b28666,001-289-310-7711x991,(313)452-4787,2002,AI/ML,Ireland,Polish,2fc77116,c3118c6e,2025-08-29,2024-05-19,2020,2021,True,Principal Data Scientist,Progression based on delivery impact.
Senior Data Engineer,int:Andrew Hernandez,int:Lead Data Engineer,andrew.hernandez@example.com,andrewhernandez,ext_df5e6660,df5e6660,cv_df5e6660,+1-455-321-3760x3754,856-953-2863x266,1978,Data Engineering,United Kingdom,Danish,0c1fb93b,9648fd03,2025-09-17,2024-08-10,2021,2022,False,Senior Data Engineer,Progression based on delivery impact.
Principal Data Engineer,int:Andrew Hernandez,int:Lead Data Engineer,andrew.hernandez@example.com,andrewhernandez,ext_df5e6660,df5e6660,cv_df5e6660,+1-455-321-3760x3754,856-953-2863x266,1978,Data Engineering,United Kingdom,Danish,ab68ebdd,7a806dd6,2024-06-01,2025-02-04,2022,2023,False,Principal Data Engineer,Progression based on delivery impact.
Lead Data Engineer,int:Andrew Hernandez,int:Lead Data Engineer,andrew.hernandez@example.com,andrewhernandez,ext_df5e6660,df5e6660,cv_df5e6660,+1-455-321-3760x3754,856-953-2863x266,1978,Data Engineering,United Kingdom,Danish,d94a75a6,3dae2044,2025-04-07,2025-05-07,2023,2024,True,Lead Data Engineer,Progression based on delivery impact.
Associate ML Engineer,int:David Caldwell,int:Senior ML Engineer,david.caldwell@example.com,davidcaldwell,ext_a7490bd4,a7490bd4,cv_a7490bd4,250.872.0811x55626,001-602-490-8466x84550,1977,AI/ML,Slovenia,British,6370b272,0e94513c,2025-11-05,2024-11-15,2021,2022,True,Associate ML Engineer,Progression based on delivery impact.
Consultant ML Engineer,int:David Caldwell,int:Senior ML Engineer,david.caldwell@example.com,davidcaldwell,ext_a7490bd4,a7490bd4,cv_a7490bd4,250.872.0811x55626,001-602-490-8466x84550,1977,AI/ML,Slovenia,British,bb350030,7bfb57f4,2025-06-08,2026-01-23,2022,2023,False,Consultant ML Engineer,Progression based on delivery impact.
Senior ML Engineer,int:David Caldwell,int:Senior ML Engineer,david.caldwell@example.com,davidcaldwell,ext_a7490bd4,a7490bd4,cv_a7490bd4,250.872.0811x55626,001-602-490-8466x84550,1977,AI/ML,Slovenia,British,51b00e89,22c992f3,2024-12-27,2025-09-07,2023,2024,True,Senior ML Engineer,Progression based on delivery impact.
Associate Frontend Engineer,int:Anne Robinson,int:Consultant Frontend Engineer,anne.robinson@example.com,annerobinson,ext_f7101721,f7101721,cv_f7101721,001-367-238-9975x634,+1-656-728-8431,2000,Software Engineering,United Kingdom,Danish,8a4277f3,c6c2c685,2025-10-15,2025-11-18,2016,2017,True,Associate Frontend Engineer,Progression based on delivery impact.
Consultant Frontend Engineer,int:Anne Robinson,int:Consultant Frontend Engineer,anne.robinson@example.com,annerobinson,ext_f7101721,f7101721,cv_f7101721,001-367-238-9975x634,+1-656-728-8431,2000,Software Engineering,United Kingdom,Danish,37b06091,414b6428,2024-06-17,2025-04-03,2017,2018,False,Consultant Frontend Engineer,Progression based on delivery impact.
Associate AWS Engineer,int:Holly Wang,int:Senior AWS Engineer,holly.wang@example.org,hollywang,ext_aa251376,aa251376,cv_aa251376,001-620-708-9434x68105,501-574-9075,1994,Cloud Engineering,USA,Danish,830ff1d6,6c919326,2025-03-21,2024-06-19,2018,2019,True,Associate AWS Engineer,Progression based on delivery impact.
Consultant AWS Engineer,int:Holly Wang,int:Senior AWS Engineer,holly.wang@example.org,hollywang,ext_aa251376,aa251376,cv_aa251376,001-620-708-9434x68105,501-574-9075,1994,Cloud Engineering,USA,Danish,2efeaac2,2c78aa75,2025-03-21,2024-08-19,2019,2020,False,Consultant AWS Engineer,Progression based on delivery impact.
Senior AWS Engineer,int:Holly Wang,int:Senior AWS Engineer,holly.wang@example.org,hollywang,ext_aa251376,aa251376,cv_aa251376,001-620-708-9434x68105,501-574-9075,1994,Cloud Engineering,USA,Danish,187751ed,73cbe1e3,2025-08-03,2024-09-10,2020,2021,False,Senior AWS Engineer,Progression based on delivery impact.
Consultant Python Developer,int:Gary Lawson,int:Principal Python Developer,gary.lawson@example.org,garylawson,ext_dea65a84,dea65a84,cv_dea65a84,(544)792-6831x589,912.366.1106x273,1988,Data Engineering,United Kingdom,Polish,0d9dc533,15060752,2024-09-12,2025-02-27,2016,2017,True,Consultant Python Developer,Progression based on delivery impact.
Senior Python Developer,int:Gary Lawson,int:Principal Python Developer,gary.lawson@example.org,garylawson,ext_dea65a84,dea65a84,cv_dea65a84,(544)792-6831x589,912.366.1106x273,1988,Data Engineering,United Kingdom,Polish,0aacf8e2,32901c4f,2025-02-17,2025-01-04,2017,2018,False,Senior Python Developer,Progression based on delivery impact.
Principal Python Developer,int:Gary Lawson,int:Principal Python Developer,gary.lawson@example.org,garylawson,ext_dea65a84,dea65a84,cv_dea65a84,(544)792-6831x589,912.366.1106x273,1988,Data Engineering,United Kingdom,Polish,56753f19,ffca9c31,2025-06-13,2026-01-27,2018,2019,True,Principal Python Developer,Progression based on delivery impact.
Senior Enterprise Architect,int:Julie Wilson,int:Lead Enterprise Architect,julie.wilson@example.org,juliewilson,ext_8c866d33,8c866d33,cv_8c866d33,(986)898-8649x767,(328)527-7288,1971,Architecture,Slovenia,British,c5be7f6b,8032a3a5,2025-08-17,2024-08-21,2020,2021,True,Senior Enterprise Architect,Progression based on delivery impact.
Principal Enterprise Architect,int:Julie Wilson,int:Lead Enterprise Architect,julie.wilson@example.org,juliewilson,ext_8c866d33,8c866d33,cv_8c866d33,(986)898-8649x767,(328)527-7288,1971,Architecture,Slovenia,British,b21020cc,ea904e9b,2024-05-04,2025-09-06,2021,2022,True,Principal Enterprise Architect,Progression based on delivery impact.
Lead Enterprise Architect,int:Julie Wilson,int:Lead Enterprise Architect,julie.wilson@example.org,juliewilson,ext_8c866d33,8c866d33,cv_8c866d33,(986)898-8649x767,(328)527-7288,1971,Architecture,Slovenia,British,a8e282b9,402a7129,2025-10-21,2026-03-25,2022,2023,False,Lead Enterprise Architect,Progression based on delivery impact.
Consultant .NET Engineer,int:Lori Oconnell,int:Principal .NET Engineer,lori.oconnell@example.org,lorioconnell,ext_350057c2,350057c2,cv_350057c2,670.228.5196x115,221.654.5447x02296,1996,Software Engineering,United Kingdom,British,10fb48cd,e8231d74,2024-08-22,2025-09-11,2018,2019,True,Consultant .NET Engineer,Progression based on delivery impact.
Senior .NET Engineer,int:Lori Oconnell,int:Principal .NET Engineer,lori.oconnell@example.org,lorioconnell,ext_350057c2,350057c2,cv_350057c2,670.228.5196x115,221.654.5447x02296,1996,Software Engineering,United Kingdom,British,aaec4313,bd30ec7f,2026-02-18,2026-03-16,2019,2020,False,Senior .NET Engineer,Progression based on delivery impact.
Principal .NET Engineer,int:Lori Oconnell,int:Principal .NET Engineer,lori.oconnell@example.org,lorioconnell,ext_350057c2,350057c2,cv_350057c2,670.228.5196x115,221.654.5447x02296,1996,Software Engineering,United Kingdom,British,0586c979,b7708e31,2025-05-07,2026-01-06,2020,2021,False,Principal .NET Engineer,Progression based on delivery impact.
Consultant .NET Engineer,int:Daniel Johnson,int:Principal .NET Engineer,daniel.johnson@mail.test,danieljohnson,ext_2c321ce3,2c321ce3,cv_2c321ce3,632-970-1851x0679,867-892-2877x72519,1973,Software Engineering,Australia,Danish,da6d30fc,085bf30c,2025-10-14,2025-10-27,2018,2019,True,Consultant .NET Engineer,Progression based on delivery impact.
Senior .NET Engineer,int:Daniel Johnson,int:Principal .NET Engineer,daniel.johnson@mail.test,danieljohnson,ext_2c321ce3,2c321ce3,cv_2c321ce3,632-970-1851x0679,867-892-2877x72519,1973,Software Engineering,Australia,Danish,feda98a5,18bd2a34,2024-08-20,2025-11-30,2019,2020,True,Senior .NET Engineer,Progression based on delivery impact.
Principal .NET Engineer,int:Daniel Johnson,int:Principal .NET Engineer,daniel.johnson@mail.test,danieljohnson,ext_2c321ce3,2c321ce3,cv_2c321ce3,632-970-1851x0679,867-892-2877x72519,1973,Software Engineering,Australia,Danish,49043f13,0a31ee0a,2025-11-13,2026-03-04,2020,2021,False,Principal .NET Engineer,Progression based on delivery impact.
Consultant Oracle Engineer,int:Larry Byrd,int:Principal Oracle Engineer,larry.byrd@mail.test,larrybyrd,ext_b1a30972,b1a30972,cv_b1a30972,265.680.7412,+1-518-913-9890,1978,Cloud Engineering,Slovenia,Danish,fcfa3a1d,b54d1f1d,2024-12-07,2024-10-31,2016,2017,True,Consultant Oracle Engineer,Progression based on delivery impact.
Senior Oracle Engineer,int:Larry Byrd,int:Principal Oracle Engineer,larry.byrd@mail.test,larrybyrd,ext_b1a30972,b1a30972,cv_b1a30972,265.680.7412,+1-518-913-9890,1978,Cloud Engineering,Slovenia,Danish,b7e634a1,dfd9faf0,2024-11-29,2025-08-16,2017,2018,False,Senior Oracle Engineer,Progression based on delivery impact.
Principal Oracle Engineer,int:Larry Byrd,int:Principal Oracle Engineer,larry.byrd@mail.test,larrybyrd,ext_b1a30972,b1a30972,cv_b1a30972,265.680.7412,+1-518-913-9890,1978,Cloud Engineering,Slovenia,Danish,02d4eae1,b46523da,2025-07-01,2025-02-07,2018,2019,True,Principal Oracle Engineer,Progression based on delivery impact.
Consultant Cloud Architect,int:Susan Sanders,int:Principal Cloud Architect,susan.sanders@example.com,susansanders,ext_05cac1b8,05cac1b8,cv_05cac1b8,701.882.0433x97189,001-707-805-6260,1996,Architecture,Slovenia,Swedish,aee652a7,31df6c81,2025-02-26,2024-08-07,2019,2020,True,Consultant Cloud Architect,Progression based on delivery impact.
Senior Cloud Architect,int:Susan Sanders,int:Principal Cloud Architect,susan.sanders@example.com,susansanders,ext_05cac1b8,05cac1b8,cv_05cac1b8,701.882.0433x97189,001-707-805-6260,1996,Architecture,Slovenia,Swedish,40ccea22,5422a46f,2025-11-24,2025-11-01,2020,2021,True,Senior Cloud Architect,Progression based on delivery impact.
Principal Cloud Architect,int:Susan Sanders,int:Principal Cloud Architect,susan.sanders@example.com,susansanders,ext_05cac1b8,05cac1b8,cv_05cac1b8,701.882.0433x97189,001-707-805-6260,1996,Architecture,Slovenia,Swedish,bb24220e,c6bb6604,2026-02-06,2025-09-28,2021,2022,True,Principal Cloud Architect,Progression based on delivery impact.
Consultant C# Developer,int:Jennifer Jones,int:Principal C# Developer,jennifer.jones@example.com,jenniferjones,ext_356deeb0,356deeb0,cv_356deeb0,611-818-2422x412,+1-720-695-2004x61526,1983,Software Engineering,Australia,Polish,bbb62a56,0bc7dc16,2025-02-04,2025-04-12,2021,2022,True,Consultant C# Developer,Progression based on delivery impact.
Senior C# Developer,int:Jennifer Jones,int:Principal C# Developer,jennifer.jones@example.com,jenniferjones,ext_356deeb0,356deeb0,cv_356deeb0,611-818-2422x412,+1-720-695-2004x61526,1983,Software Engineering,Australia,Polish,465897c2,9bdf26bb,2025-12-03,2025-08-31,2022,2023,True,Senior C# Developer,Progression based on delivery impact.
Principal C# Developer,int:Jennifer Jones,int:Principal C# Developer,jennifer.jones@example.com,jenniferjones,ext_356deeb0,356deeb0,cv_356deeb0,611-818-2422x412,+1-720-695-2004x61526,1983,Software Engineering,Australia,Polish,6721f748,2acb9625,2024-08-31,2024-11-17,2023,2024,False,Principal C# Developer,Progression based on delivery impact.
Associate .NET Engineer,int:Hannah Burton,int:Associate .NET Engineer,hannah.burton@mail.test,hannahburton,ext_68081bf9,68081bf9,cv_68081bf9,(610)233-9937x8861,578-461-7063x04891,1979,Software Engineering,Spain,Norwegian,cff25a82,ee4d9ed0,2024-04-19,2025-06-22,2020,2021,False,Associate .NET Engineer,Progression based on delivery impact.
Associate Data Platform Engineer,int:Curtis Barton,int:Senior Data Platform Engineer,curtis.barton@mail.test,curtisbarton,ext_f51feb6a,f51feb6a,cv_f51feb6a,896-971-8325x8238,6076942007,1997,Data Engineering,United Kingdom,British,f1c68fa5,7a55e513,2025-08-05,2024-09-19,2020,2021,False,Associate Data Platform Engineer,Progression based on delivery impact.
Consultant Data Platform Engineer,int:Curtis Barton,int:Senior Data Platform Engineer,curtis.barton@mail.test,curtisbarton,ext_f51feb6a,f51feb6a,cv_f51feb6a,896-971-8325x8238,6076942007,1997,Data Engineering,United Kingdom,British,0c70f17a,07eab050,2026-02-08,2026-03-21,2021,2022,True,Consultant Data Platform Engineer,Progression based on delivery impact.
