Name,Name (multilang),Title (#{lang}),Email,UPN,External User ID,CV Partner User ID,CV Partner CV ID,Phone Number,Landline,Birth Year,Department,Country,Nationality,CV Partner section ID,External unique ID,Updated,Updated by owner,Month from,Year from,Month to,Year to,Highlighted,Attachments,Place of study,Degree,Description
Jeffrey Robinson,int:Jeffrey Robinson,int:Consultant Analytics Engineer,jeffrey.robinson@example.com,jeffreyrobinson,ext_0d94ace0,0d94ace0,cv_0d94ace0,(438)629-6577,(895)843-1652,1991,Data Engineering,United Kingdom,Norwegian,465b9ad2,5c29e23e,2022-06-30,2025-07-10,9,2021,8,2024,True,diploma.pdf,NTNU,BEng Software Eng,Thesis on scalable data pipelines.
Ryan Johnson,int:Ryan Johnson,int:Associate AI Engineer,ryan.johnson@example.com,ryanjohnson,ext_0b2e35dd,0b2e35dd,cv_0b2e35dd,001-530-608-9317,001-320-269-6942x152,1982,AI/ML,United Kingdom,British,4ec90256,ac613f67,2023-05-31,2022-04-27,9,2021,11,2021,True,diploma.pdf,UCL,BSc Computer Science,Thesis on scalable data pipelines.
Ryan Johnson,int:Ryan Johnson,int:Associate AI Engineer,ryan.johnson@example.com,ryanjohnson,ext_0b2e35dd,0b2e35dd,cv_0b2e35dd,001-530-608-9317,001-320-269-6942x152,1982,AI/ML,United Kingdom,British,95f870ca,650de1e0,2023-05-21,2023-01-17,3,2019,4,2020,True,diploma.pdf,NTNU,BEng Software Eng,Thesis on scalable data pipelines.
Ryan Johnson,int:Ryan Johnson,int:Associate AI Engineer,ryan.johnson@example.com,ryanjohnson,ext_0b2e35dd,0b2e35dd,cv_0b2e35dd,001-530-608-9317,001-320-269-6942x152,1982,AI/ML,United Kingdom,British,e85d3d4c,d231a942,2024-11-01,2023-07-19,4,2019,8,2022,False,diploma.pdf,OU,MSc Data Science,
Matthew Shelton,int:Matthew Shelton,int:Associate Frontend Engineer,matthew.shelton@mail.test,matthewshelton,ext_485edaa2,485edaa2,cv_485edaa2,001-886-477-1333x447,(939)534-3626x20443,1978,Software Engineering,Spain,British,dd6d6fd9,16c4b7dc,2022-05-04,2025-12-27,11,2009,8,2014,False,diploma.pdf,KTH,MSc Data Science,
Matthew Shelton,int:Matthew Shelton,int:Associate Frontend Engineer,matthew.shelton@mail.test,matthewshelton,ext_485edaa2,485edaa2,cv_485edaa2,001-886-477-1333x447,(939)534-3626x20443,1978,Software Engineering,Spain,British,ca10f5a0,03cd310f,2025-08-03,2024-11-20,8,2020,5,2020,False,diploma.pdf,KTH,MSc Data Science,
Tanner Anderson,int:Tanner Anderson,int:Senior Solution Architect,tanner.anderson@example.com,tanneranderson,ext_75984d23,75984d23,cv_75984d23,689-464-6528x092,475.972.1586x24150,1969,Architecture,USA,Polish,e6ac4177,279b7519,2026-03-20,2022-06-07,3,2008,5,2009,False,diploma.pdf,NTNU,MSc Data Science,Thesis on scalable data pipelines.
Tanner Anderson,int:Tanner Anderson,int:Senior Solution Architect,tanner.anderson@example.com,tanneranderson,ext_75984d23,75984d23,cv_75984d23,689-464-6528x092,475.972.1586x24150,1969,Architecture,USA,Polish,65ce3b8c,3b4a386d,2024-07-05,2023-04-06,8,2015,6,2017,True,,KTH,BEng Software Eng,
Tanner Anderson,int:Tanner Anderson,int:Senior Solution Architect,tanner.anderson@example.com,tanneranderson,ext_75984d23,75984d23,cv_75984d23,689-464-6528x092,475.972.1586x24150,1969,Architecture,USA,Polish,f97925f3,177a9a0f,2026-03-04,2023-03-26,3,2021,7,2024,False,,OU,BSc Computer Science,Thesis on scalable data pipelines.
Cindy Johnson,int:Cindy Johnson,int:Principal Full-stack Engineer,cindy.johnson@example.com,cindyjohnson,ext_cdc4afcd,cdc4afcd,cv_cdc4afcd,956-444-9485x625,+1-970-632-0320,1977,Software Engineering,India,Polish,242dbec3,26f4a28b,2023-10-02,2026-01-18,9,2013,10,2014,False,diploma.pdf,NTNU,BEng Software Eng,Thesis on scalable data pipelines.
Derek Murray,int:Derek Murray,int:Consultant Backend Engineer,derek.murray@example.org,derekmurray,ext_1d24bd04,1d24bd04,cv_1d24bd04,+1-897-359-2304x5018,(342)636-1032x6642,1977,Software Engineering,India,British,dc560dd2,954d3364,2023-03-05,2023-09-27,1,2009,2,2014,True,,UCL,BSc Computer Science,Thesis on scalable data pipelines.
Derek Murray,int:Derek Murray,int:Consultant Backend Engineer,derek.murray@example.org,derekmurray,ext_1d24bd04,1d24bd04,cv_1d24bd04,+1-897-359-2304x5018,(342)636-1032x6642,1977,Software Engineering,India,British,0d736b61,2db84324,2023-03-15,2025-08-08,7,2021,2,2024,True,diploma.pdf,KTH,BEng Software Eng,
Brent Gray,int:Brent Gray,int:Lead Solution Architect,brent.gray@example.org,brentgray,ext_1256fd59,1256fd59,cv_1256fd59,964.692.5158x3776,001-896-316-5926,1993,Architecture,Ireland,Polish,04dabe0d,134db098,2023-02-16,2022-10-01,4,2011,10,2015,True,,KTH,MSc Data Science,Thesis on scalable data pipelines.
Jason Murphy,int:Jason Murphy,int:Principal Full-stack Engineer,jason.murphy@example.org,jasonmurphy,ext_595b1c99,595b1c99,cv_595b1c99,3856732788,261.374.2243x864,2001,Software Engineering,Spain,British,5dabf83f,a3f63886,2024-05-31,2022-07-24,4,2011,2,2012,False,diploma.pdf,OU,BSc Computer Science,Thesis on scalable data pipelines.
Jason Murphy,int:Jason Murphy,int:Principal Full-stack Engineer,jason.murphy@example.org,jasonmurphy,ext_595b1c99,595b1c99,cv_595b1c99,3856732788,261.374.2243x864,2001,Software Engineering,Spain,British,d15bcbd1,340cc8a7,2025-03-25,2023-03-01,11,2008,10,2008,False,diploma.pdf,KTH,BEng Software Eng,
Johnny Miller,int:Johnny Miller,int:Consultant Azure Engineer,johnny.miller@example.org,johnnymiller,ext_2a5011dd,2a5011dd,cv_2a5011dd,+1-595-264-1220x310,972.436.8314,2002,Cloud Engineering,United Kingdom,Swedish,0d8532a4,a747f96b,2022-09-17,2022-11-23,4,2010,1,2013,False,diploma.pdf,UCL,MSc Data Science,Thesis on scalable data pipelines.
Andrew Ryan,int:Andrew Ryan,int:Head of UCD and Insights,andrew.ryan@example.com,andrewryan,ext_45d62a44,45d62a44,cv_45d62a44,560.612.2777x0793,001-660-250-1667,1985,Head of UCD and Insights,Ireland,Norwegian,b0f28458,6916d847,2023-02-07,2023-02-28,11,2020,6,2022,False,diploma.pdf,KTH,MSc Data Science,Thesis on scalable data pipelines.
Debra Harrington,int:Debra Harrington,int:Associate Data Engineer,debra.harrington@mail.test,debraharrington,ext_fdf6ce06,fdf6ce06,cv_fdf6ce06,(873)783-9597x246,329.834.1722x3297,1990,Data Engineering,Australia,Swedish,94c94a70,ccc68d61,2025-08-25,2022-05-09,7,2018,11,2022,True,diploma.pdf,UCL,BSc Computer Science,Thesis on scalable data pipelines.
Debra Harrington,int:Debra Harrington,int:Associate Data Engineer,debra.harrington@mail.test,debraharrington,ext_fdf6ce06,fdf6ce06,cv_fdf6ce06,(873)783-9597x246,329.834.1722x3297,1990,Data Engineering,Australia,Swedish,0afbc0ea,cd1b2303,2025-07-06,2023-11-10,12,2010,9,2014,True,,UiO,BEng Software Eng,Thesis on scalable data pipelines.
Debra Harrington,int:Debra Harrington,int:Associate Data Engineer,debra.harrington@mail.test,debraharrington,ext_fdf6ce06,fdf6ce06,cv_fdf6ce06,(873)783-9597x246,329.834.1722x3297,1990,Data Engineering,Australia,Swedish,29a24383,afe8d307,2025-08-25,2025-05-21,1,2016,11,2021,True,diploma.pdf,OU,MSc Data Science,
Denise Webster,int:Denise Webster,int:Consultant Data Scientist,denise.webster@mail.test,denisewebster,ext_63cc44d4,63cc44d4,cv_63cc44d4,243.338.0054x5228,661-493-1837x45508,1977,AI/ML,United Kingdom,Danish,9bc891f3,a659914d,2023-01-05,2022-05-29,8,2015,11,2019,True,diploma.pdf,UiO,BEng Software Eng,Thesis on scalable data pipelines.
Stefanie Gonzalez,int:Stefanie Gonzalez,int:Principal Data Scientist,stefanie.gonzalez@example.org,stefaniegonzalez,ext_12b28666,12b28666,cv_12b28666,001-289-310-7711x991,(313)452-4787,2002,AI/ML,Ireland,Polish,1bb469a7,1c3a0363,2022-04-12,2024-05-23,7,2010,12,2012,True,diploma.pdf,KTH,BSc Computer Science,Thesis on scalable data pipelines.
Stefanie Gonzalez,int:Stefanie Gonzalez,int:Principal Data Scientist,stefanie.gonzalez@example.org,stefaniegonzalez,ext_12b28666,12b28666,cv_12b28666,001-289-310-7711x991,(313)452-4787,2002,AI/ML,Ireland,Polish,c7967b77,d2db058d,2026-03-21,2025-08-17,8,2018,6,2021,False,diploma.pdf,UiO,BSc Computer Science,Thesis on scalable data pipelines.
Stefanie Gonzalez,int:Stefanie Gonzalez,int:Principal Data Scientist,stefanie.gonzalez@example.org,stefaniegonzalez,ext_12b28666,12b28666,cv_12b28666,001-289-310-7711x991,(313)452-4787,2002,AI/ML,Ireland,Polish,3f6566e8,a6200c9d,2022-05-05,2025-10-25,8,2015,8,2015,True,diploma.pdf,NTNU,BSc Computer Science,Thesis on scalable data pipelines.
David Caldwell,int:David Caldwell,int:Senior ML Engineer,david.caldwell@example.com,davidcaldwell,ext_a7490bd4,a7490bd4,cv_a7490bd4,250.872.0811x55626,001-602-490-8466x84550,1977,AI/ML,Slovenia,British,ccf7daea,4e35e938,2022-08-29,2022-06-05,9,2016,8,2018,True,diploma.pdf,OU,BSc Computer Science,Thesis on scalable data pipelines.
Anne Robinson,int:Anne Robinson,int:Consultant Frontend Engineer,anne.robinson@example.com,annerobinson,ext_f7101721,f7101721,cv_f7101721,001-367-238-9975x634,+1-656-728-8431,2000,Software Engineering,United Kingdom,Danish,9a61628d,62ed8ab7,2024-06-07,2024-03-20,11,2023,2,2023,True,diploma.pdf,UiO,BSc Computer Science,Thesis on scalable data pipelines.
Anne Robinson,int:Anne Robinson,int:Consultant Frontend Engineer,anne.robinson@example.com,annerobinson,ext_f7101721,f7101721,cv_f7101721,001-367-238-9975x634,+1-656-728-8431,2000,Software Engineering,United Kingdom,Danish,be5be132,b8974811,2022-05-04,2023-02-17,4,2021,1,2021,True,diploma.pdf,OU,MSc Data Science,Thesis on scalable data pipelines.
Anne Robinson,int:Anne Robinson,int:Consultant Frontend Engineer,anne.robinson@example.com,annerobinson,ext_f7101721,f7101721,cv_f7101721,001-367-238-9975x634,+1-656-728-8431,2000,Software Engineering,United Kingdom,Danish,2b46966d,4ed1c121,2022-04-16,2023-06-08,12,2012,1,2017,True,diploma.pdf,UiO,BEng Software Eng,Thesis on scalable data pipelines.
Holly Wang,int:Holly Wang,int:Senior AWS Engineer,holly.wang@example.org,hollywang,ext_aa251376,aa251376,cv_aa251376,001-620-708-9434x68105,501-574-9075,1994,Cloud Engineering,USA,Danish,6473b224,8b7e84dc,2022-04-23,2022-11-09,8,2011,3,2014,False,diploma.pdf,KTH,MSc Data Science,
Holly Wang,int:Holly Wang,int:Senior AWS Engineer,holly.wang@example.org,hollywang,ext_aa251376,aa251376,cv_aa251376,001-620-708-9434x68105,501-574-9075,1994,Cloud Engineering,USA,Danish,5cfde510,1930cd67,2025-01-30,2024-09-30,4,2018,10,2023,True,diploma.pdf,OU,MSc Data Science,Thesis on scalable data pipelines.
Holly Wang,int:Holly Wang,int:Senior AWS Engineer,holly.wang@example.org,hollywang,ext_aa251376,aa251376,cv_aa251376,001-620-708-9434x68105,501-574-9075,1994,Cloud Engineering,USA,Danish,26011f2d,dce1d0d5,2025-11-23,2024-01-25,4,2021,4,2024,False,diploma.pdf,UCL,BEng Software Eng,Thesis on scalable data pipelines.
Gary Lawson,int:Gary Lawson,int:Principal Python Developer,gary.lawson@example.org,garylawson,ext_dea65a84,dea65a84,cv_dea65a84,(544)792-6831x589,912.366.1106x273,1988,Data Engineering,United Kingdom,Polish,f381d5aa,8227fa20,2024-11-25,2023-01-13,2,2020,4,2023,True,diploma.pdf,KTH,BEng Software Eng,Thesis on scalable data pipelines.
Gary Lawson,int:Gary Lawson,int:Principal Python Developer,gary.lawson@example.org,garylawson,ext_dea65a84,dea65a84,cv_dea65a84,(544)792-6831x589,912.366.1106x273,1988,Data Engineering,United Kingdom,Polish,fd2f3170,13d45ea1,2022-10-10,2024-05-15,8,2014,9,2019,True,diploma.pdf,UCL,BSc Computer Science,Thesis on scalable data pipelines.
Julie Wilson,int:Julie Wilson,int:Lead Enterprise Architect,julie.wilson@example.org,juliewilson,ext_8c866d33,8c866d33,cv_8c866d33,(986)898-8649x767,(328)527-7288,1971,Architecture,Slovenia,British,142a895d,737c8c2c,2022-04-26,2024-04-04,12,2016,3,2018,True,diploma.pdf,OU,BSc Computer Science,Thesis on scalable data pipelines.
Julie Wilson,int:Julie Wilson,int:Lead Enterprise Architect,julie.wilson@example.org,juliewilson,ext_8c866d33,8c866d33,cv_8c866d33,(986)898-8649x767,(328)527-7288,1971,Architecture,Slovenia,British,ce2e7739,cfee2c36,2025-03-23,2024-12-08,9,2020,8,2021,False,diploma.pdf,OU,BEng Software Eng,Thesis on scalable data pipelines.
Daniel Johnson,int:Daniel Johnson,int:Principal .NET Engineer,daniel.johnson@mail.test,danieljohnson,ext_2c321ce3,2c321ce3,cv_2c321ce3,632-970-1851x0679,867-892-2877x72519,1973,Software Engineering,Australia,Danish,3e562b46,1e2203a6,2022-06-24,2023-10-30,3,2010,12,2011,False,diploma.pdf,KTH,BSc Computer Science,Thesis on scalable data pipelines.
Daniel Johnson,int:Daniel Johnson,int:Principal .NET Engineer,daniel.johnson@mail.test,danieljohnson,ext_2c321ce3,2c321ce3,cv_2c321ce3,632-970-1851x0679,867-892-2877x72519,1973,Software Engineering,Australia,Danish,c0e61bf4,d304fc82,2023-10-08,2023-02-14,9,2011,4,2014,True,diploma.pdf,UiO,BEng Software Eng,Thesis on scalable data pipelines.
Larry Byrd,int:Larry Byrd,int:Principal Oracle Engineer,larry.byrd@mail.test,larrybyrd,ext_b1a30972,b1a30972,cv_b1a30972,265.680.7412,+1-518-913-9890,1978,Cloud Engineering,Slovenia,Danish,f049574f,f57c870a,2022-09-05,2025-02-13,2,2023,11,2024,True,,KTH,BSc Computer Science,Thesis on scalable data pipelines.
Susan Sanders,int:Susan Sanders,int:Principal Cloud Architect,susan.sanders@example.com,susansanders,ext_05cac1b8,05cac1b8,cv_05cac1b8,701.882.0433x97189,001-707-805-6260,1996,Architecture,Slovenia,Swedish,6dad4943,6bf0819c,2023-09-20,2024-11-13,4,2011,4,2011,True,diploma.pdf,NTNU,BEng Software Eng,
Jennifer Jones,int:Jennifer Jones,int:Principal C# Developer,jennifer.jones@example.com,jenniferjones,ext_356deeb0,356deeb0,cv_356deeb0,611-818-2422x412,+1-720-695-2004x61526,1983,Software Engineering,Australia,Polish,a867866b,f5056de4,2023-11-04,2022-11-19,4,2017,2,2022,True,diploma.pdf,KTH,BSc Computer Science,Thesis on scalable data pipelines.
Hannah Burton,int:Hannah Burton,int:Associate .NET Engineer,hannah.burton@mail.test,hannahburton,ext_68081bf9,68081bf9,cv_68081bf9,(610)233-9937x8861,578-461-7063x04891,1979,Software Engineering,Spain,Norwegian,f478c619,ff795bdb,2025-09-09,2025-10-31,6,2013,1,2015,False,diploma.pdf,OU,MSc Data Science,Thesis on scalable data pipelines.
Curtis Barton,int:Curtis Barton,int:Senior Data Platform Engineer,curtis.barton@mail.test,curtisbarton,ext_f51feb6a,f51feb6a,cv_f51feb6a,896-971-8325x8238,6076942007,1997,Data Engineering,United Kingdom,British,b1dc9818,0f4b3288,2023-08-15,2023-08-22,4,2012,1,2014,False,,KTH,BSc Computer Science,Thesis on scalable data pipelines.
Melissa Burke,int:Melissa Burke,int:Consultant Databricks Engineer,melissa.burke@mail.test,melissaburke,ext_73e8431a,73e8431a,cv_73e8431a,+1-865-339-8402x89141,(684)963-9855,1975,Data Engineering,India,Norwegian,bcbcb00e,22c4d008,2024-09-18,2022-12-02,2,2015,11,2015,True,diploma.pdf,NTNU,MSc Data Science,Thesis on scalable data pipelines.
Melissa Burke,int:Melissa Burke,int:Consultant Databricks Engineer,melissa.burke@mail.test,melissaburke,ext_73e8431a,73e8431a,cv_73e8431a,+1-865-339-8402x89141,(684)963-9855,1975,Data Engineering,India,Norwegian,6d980043,0b8b85c9,2023-08-11,2026-02-22,4,2015,7,2016,False,diploma.pdf,OU,BEng Software Eng,Thesis on scalable data pipelines.
Kimberly Reed,int:Kimberly Reed,int:Principal Delivery Manager,kimberly.reed@example.org,kimberlyreed,ext_4746b284,4746b284,cv_4746b284,+1-215-569-5620x17537,001-604-953-1943x3750,1980,Delivery Management,United Kingdom,Norwegian,a5c72a3d,72a3c667,2025-09-25,2025-02-21,11,2011,6,2016,False,diploma.pdf,NTNU,MSc Data Science,Thesis on scalable data pipelines.
Kimberly Reed,int:Kimberly Reed,int:Principal Delivery Manager,kimberly.reed@example.org,kimberlyreed,ext_4746b284,4746b284,cv_4746b284,+1-215-569-5620x17537,001-604-953-1943x3750,1980,Delivery Management,United Kingdom,Norwegian,524e1773,99b2119b,2025-10-20,2024-07-06,6,2013,11,2015,False,diploma.pdf,NTNU,BEng Software Eng,Thesis on scalable data pipelines.
William Peterson,int:William Peterson,int:Consultant Oracle Engineer,william.peterson@example.com,williampeterson,ext_d7a7e47c,d7a7e47c,cv_d7a7e47c,+1-308-994-8706x05664,558.703.0468x7506,1979,Cloud Engineering,USA,Norwegian,936c7458,ade0e0e4,2022-10-14,2024-01-19,12,2015,10,2016,True,diploma.pdf,NTNU,MSc Data Science,Thesis on scalable data pipelines.
William Peterson,int:William Peterson,int:Consultant Oracle Engineer,william.peterson@example.com,williampeterson,ext_d7a7e47c,d7a7e47c,cv_d7a7e47c,+1-308-994-8706x05664,558.703.0468x7506,1979,Cloud Engineering,USA,Norwegian,9a19c32d,f7ae4db1,2023-06-20,2022-09-01,4,2018,10,2019,True,diploma.pdf,NTNU,BSc Computer Science,Thesis on scalable data pipelines.
Melissa Short,int:Melissa Short,int:Senior Kubernetes Engineer,melissa.short@example.com,melissashort,ext_88f99f95,88f99f95,cv_88f99f95,790-636-1332,510-376-0954,1971,Cloud Engineering,India,Swedish,24c6afce,f0718b34,2023-03-13,2024-10-11,4,2014,5,2015,False,,OU,BSc Computer Science,Thesis on scalable data pipelines.
Jasmine Graham,int:Jasmine Graham,int:Consultant AI Engineer,jasmine.graham@example.com,jasminegraham,ext_32daa1a9,32daa1a9,cv_32daa1a9,001-431-610-9193,(867)797-2320x024,1989,AI/ML,Australia,Norwegian,00743cdd,06e36353,2022-12-17,2022-09-15,7,2015,5,2019,True,diploma.pdf,KTH,MSc Data Science,Thesis on scalable data pipelines.
Jasmine Graham,int:Jasmine Graham,int:Consultant AI Engineer,jasmine.graham@example.com,jasminegraham,ext_32daa1a9,32daa1a9,cv_32daa1a9,001-431-610-9193,(867)797-2320x024,1989,AI/ML,Australia,Norwegian,f939f2a1,a0295814,2024-01-26,2025-12-17,6,2011,11,2015,True,diploma.pdf,UCL,BEng Software Eng,Thesis on scalable data pipelines.
Jasmine Graham,int:Jasmine Graham,int:Consultant AI Engineer,jasmine.graham@example.com,jasminegraham,ext_32daa1a9,32daa1a9,cv_32daa1a9,001-431-610-9193,(867)797-2320x024,1989,AI/ML,Australia,Norwegian,a139ad26,afe86625,2025-06-26,2022-09-06,7,2013,10,2013,False,diploma.pdf,KTH,BEng Software Eng,Thesis on scalable data pipelines.
Jessica Sheppard,int:Jessica Sheppard,int:Consultant Data Platform Engineer,jessica.sheppard@mail.test,jessicasheppard,ext_94e00b85,94e00b85,cv_94e00b85,498-222-7495x4508,388.706.5333,1973,Data Engineering,India,British,a53fab21,4df4b0ac,2023-07-19,2022-06-03,12,2008,7,2010,False,diploma.pdf,OU,BSc Computer Science,Thesis on scalable data pipelines.
Joseph Morton,int:Joseph Morton,int:Senior MLOps Engineer,joseph.morton@example.org,josephmorton,ext_8087e31e,8087e31e,cv_8087e31e,677.895.9959,921-770-7303x37933,1996,Data Engineering,United Kingdom,Norwegian,c1f43c88,c9da924f,2025-05-27,2026-03-03,5,2009,3,2011,False,diploma.pdf,UCL,BEng Software Eng,Thesis on scalable data pipelines.
Joseph Morton,int:Joseph Morton,int:Senior MLOps Engineer,joseph.morton@example.org,josephmorton,ext_8087e31e,8087e31e,cv_8087e31e,677.895.9959,921-770-7303x37933,1996,Data Engineering,United Kingdom,Norwegian,852156c7,0c82a9ba,2025-03-03,2025-01-19,12,2011,1,2015,True,diploma.pdf,NTNU,BEng Software Eng,Thesis on scalable data pipelines.
Joseph Morton,int:Joseph Morton,int:Senior MLOps Engineer,joseph.morton@example.org,josephmorton,ext_8087e31e,8087e31e,cv_8087e31e,677.895.9959,921-770-7303x37933,1996,Data Engineering,United Kingdom,Norwegian,9b1d9838,4cddcf0e,2025-08-30,2023-11-06,11,2009,6,2010,False,diploma.pdf,UiO,MSc Data Science,Thesis on scalable data pipelines.
Amanda Webb,int:Amanda Webb,int:Senior Full-stack Engineer,amanda.webb@example.org,amandawebb,ext_c9a72ebe,c9a72ebe,cv_c9a72ebe,001-463-662-0501x5081,439.750.0334x234,1985,Software Engineering,United Kingdom,Swedish,b8d341a0,c577d2d7,2022-08-27,2022-07-31,10,2015,11,2016,True,diploma.pdf,NTNU,BSc Computer Science,Thesis on scalable data pipelines.
Amanda Webb,int:Amanda Webb,int:Senior Full-stack Engineer,amanda.webb@example.org,amandawebb,ext_c9a72ebe,c9a72ebe,cv_c9a72ebe,001-463-662-0501x5081,439.750.0334x234,1985,Software Engineering,United Kingdom,Swedish,fbcc6c80,d8b75a43,2025-04-07,2024-03-04,2,2014,1,2019,True,,OU,BSc Computer Science,Thesis on scalable data pipelines.
Ryan Simon,int:Ryan Simon,int:Lead Enterprise Architect,ryan.simon@example.com,ryansimon,ext_a0a5f3b8,a0a5f3b8,cv_a0a5f3b8,+1-432-830-2410,+1-315-334-7355x2896,1971,Architecture,United Kingdom,Norwegian,3fe93a53,96f66c26,2025-10-19,2025-03-22,8,2023,12,2024,False,diploma.pdf,KTH,BSc Computer Science,Thesis on scalable data pipelines.
Joseph Christian,int:Joseph Christian,int:Consultant Oracle Engineer,joseph.christian@mail.test,josephchristian,ext_2909f414,2909f414,cv_2909f414,(823)538-6559,2996384253,1997,Cloud Engineering,United Kingdom,Swedish,effe0af8,59c5482c,2022-10-18,2024-03-24,5,2018,6,2020,True,diploma.pdf,UCL,BSc Computer Science,
Joseph Christian,int:Joseph Christian,int:Consultant Oracle Engineer,joseph.christian@mail.test,josephchristian,ext_2909f414,2909f414,cv_2909f414,(823)538-6559,2996384253,1997,Cloud Engineering,United Kingdom,Swedish,8c45e031,d5e6b042,2023-03-29,2022-08-17,5,2023,4,2024,False,diploma.pdf,UCL,BEng Software Eng,Thesis on scalable data pipelines.
Mariah Miller,int:Mariah Miller,int:Senior Scrum Master,mariah.miller@example.com,mariahmiller,ext_a9ceed80,a9ceed80,cv_a9ceed80,(489)873-1791,001-885-278-7255x87774,1991,Delivery Management,United Kingdom,Polish,3f7eecba,4f1f2caa,2023-03-23,2026-02-23,2,2014,10,2015,True,diploma.pdf,OU,BSc Computer Science,Thesis on scalable data pipelines.
Mariah Miller,int:Mariah Miller,int:Senior Scrum Master,mariah.miller@example.com,mariahmiller,ext_a9ceed80,a9ceed80,cv_a9ceed80,(489)873-1791,001-885-278-7255x87774,1991,Delivery Management,United Kingdom,Polish,d33b1fea,3985c9cf,2022-07-19,2024-12-12,4,2009,9,2010,False,diploma.pdf,KTH,BSc Computer Science,Thesis on scalable data pipelines.
Mariah Miller,int:Mariah Miller,int:Senior Scrum Master,mariah.miller@example.com,mariahmiller,ext_a9ceed80,a9ceed80,cv_a9ceed80,(489)873-1791,001-885-278-7255x87774,1991,Delivery Management,United Kingdom,Polish,21240c92,947805e5,2024-12-15,2025-04-26,12,2009,11,2010,True,diploma.pdf,KTH,BEng Software Eng,Thesis on scalable data pipelines.
Steven Bishop,int:Steven Bishop,int:Principal Data Engineer,steven.bishop@example.com,stevenbishop,ext_18adcccc,18adcccc,cv_18adcccc,495.967.7665x75460,341.651.4888,1992,Data Engineering,India,Swedish,98fce862,ca34178e,2022-11-18,2025-08-15,1,2010,9,2010,False,diploma.pdf,UiO,BEng Software Eng,Thesis on scalable data pipelines.
Steven Bishop,int:Steven Bishop,int:Principal Data Engineer,steven.bishop@example.com,stevenbishop,ext_18adcccc,18adcccc,cv_18adcccc,495.967.7665x75460,341.651.4888,1992,Data Engineering,India,Swedish,d58cde02,b5f18d3a,2022-06-28,2023-03-06,1,2013,11,2014,False,diploma.pdf,NTNU,MSc Data Science,Thesis on scalable data pipelines.
Nicholas Johnson,int:Nicholas Johnson,int:Principal ML Engineer,nicholas.johnson@example.org,nicholasjohnson,ext_c40061e1,c40061e1,cv_c40061e1,511.715.0835,844-839-2840x445,1975,AI/ML,Slovenia,Norwegian,9bddcb16,4803ee0e,2023-01-08,2024-09-11,3,2022,6,2023,False,diploma.pdf,UiO,BSc Computer Science,Thesis on scalable data pipelines.
Melissa White,int:Melissa White,int:Senior Full-stack Engineer,melissa.white@mail.test,melissawhite,ext_e9043431,e9043431,cv_e9043431,001-907-582-6333,298.777.5153x66377,1988,Software Engineering,United Kingdom,Polish,d39ab78c,11b1749b,2023-01-31,2022-06-12,11,2008,3,2009,False,diploma.pdf,OU,BEng Software Eng,Thesis on scalable data pipelines.
Melissa White,int:Melissa White,int:Senior Full-stack Engineer,melissa.white@mail.test,melissawhite,ext_e9043431,e9043431,cv_e9043431,001-907-582-6333,298.777.5153x66377,1988,Software Engineering,United Kingdom,Polish,b1dd620e,35e866f8,2026-02-08,2025-04-20,6,2020,10,2022,False,diploma.pdf,OU,MSc Data Science,Thesis on scalable data pipelines.
Melissa White,int:Melissa White,int:Senior Full-stack Engineer,melissa.white@mail.test,melissawhite,ext_e9043431,e9043431,cv_e9043431,001-907-582-6333,298.777.5153x66377,1988,Software Engineering,United Kingdom,Polish,6dabb1ea,e2ace954,2023-06-03,2024-06-06,11,2011,7,2016,True,diploma.pdf,UCL,BEng Software Eng,Thesis on scalable data pipelines.
Jason Salinas,int:Jason Salinas,int:Senior MLOps Engineer,jason.salinas@mail.test,jasonsalinas,ext_b0357aa7,b0357aa7,cv_b0357aa7,(892)840-7553,+1-868-845-9090x22599,1980,Data Engineering,Ireland,Swedish,b0204893,b31b8c8a,2025-10-21,2023-05-29,6,2020,6,2022,True,diploma.pdf,KTH,BEng Software Eng,
Matthew Beard,int:Matthew Beard,int:Senior .NET Engineer,matthew.beard@example.org,matthewbeard,ext_8b248ba0,8b248ba0,cv_8b248ba0,961.686.3715,421-582-0970,1971,Software Engineering,India,Danish,4ad7de6a,18734f7c,2025-10-06,2022-05-09,3,2013,10,2017,True,diploma.pdf,NTNU,BSc Computer Science,Thesis on scalable data pipelines.
Alejandro Vaughan,int:Alejandro Vaughan,int:Senior Azure Engineer,alejandro.vaughan@mail.test,alejandrovaughan,ext_7b1ab587,7b1ab587,cv_7b1ab587,546.972.9949,930-927-1693x859,1976,Cloud Engineering,Ireland,Danish,aa23d958,3838fd85,2025-08-25,2022-09-14,6,2018,5,2023,True,diploma.pdf,NTNU,MSc Data Science,Thesis on scalable data pipelines.
Alejandro Vaughan,int:Alejandro Vaughan,int:Senior Azure Engineer,alejandro.vaughan@mail.test,alejandrovaughan,ext_7b1ab587,7b1ab587,cv_7b1ab587,546.972.9949,930-927-1693x859,1976,Cloud Engineering,Ireland,Danish,ee54e9c7,a658be21,2025-03-05,2022-11-03,3,2021,2,2023,False,diploma.pdf,KTH,MSc Data Science,Thesis on scalable data pipelines.
