Name,Name (multilang),Title (#{lang}),Email,UPN,External User ID,CV Partner User ID,CV Partner CV ID,Phone Number,Landline,Birth Year,Department,Country,Nationality,CV Partner section ID,External unique ID,Updated,Updated by owner,Month,Year,Month expire,Year expire
David Riggs,int:David Riggs,int:Principal C# Developer,david.riggs@example.org,davidriggs,ext_5a8420ed,5a8420ed,cv_5a8420ed,935-253-7950x209,2269876811,1986,Software Engineering,Spain,British,d3654c50,e2ae2bd6,2025-09-11,2025-06-29,9,2023,9,2023
David Riggs,int:David Riggs,int:Principal C# Developer,david.riggs@example.org,davidriggs,ext_5a8420ed,5a8420ed,cv_5a8420ed,935-253-7950x209,2269876811,1986,Software Engineering,Spain,British,e34cd757,8bcbc63e,2025-12-05,2024-04-19,9,2021,5,2024
David Riggs,int:David Riggs,int:Principal C# Developer,david.riggs@example.org,davidriggs,ext_5a8420ed,5a8420ed,cv_5a8420ed,935-253-7950x209,2269876811,1986,Software Engineering,Spain,British,1ef14c3f,67b216ae,2025-03-16,2024-12-20,7,2023,11,2023
Kimberly Reed,int:Kimberly Reed,int:Principal Delivery Manager,kimberly.reed@example.org,kimberlyreed,ext_4746b284,4746b284,cv_4746b284,+1-215-569-5620x17537,001-604-953-1943x3750,1980,Delivery Management,United Kingdom,Norwegian,26877afe,adfbce9c,2025-06-10,2026-03-10,10,2021,3,2022
Kimberly Reed,int:Kimberly Reed,int:Principal Delivery Manager,kimberly.reed@example.org,kimberlyreed,ext_4746b284,4746b284,cv_4746b284,+1-215-569-5620x17537,001-604-953-1943x3750,1980,Delivery Management,United Kingdom,Norwegian,4a29eaf9,40b38516,2025-06-13,2025-09-27,2,2019,11,2022
Kimberly Reed,int:Kimberly Reed,int:Principal Delivery Manager,kimberly.reed@example.org,kimberlyreed,ext_4746b284,4746b284,cv_4746b284,+1-215-569-5620x17537,001-604-953-1943x3750,1980,Delivery Management,United Kingdom,Norwegian,a4be6fa6,e7ea0329,2024-07-15,2024-06-03,9,2019,11,2022
Ross Wood,int:Ross Wood,int:Associate Azure Engineer,ross.wood@example.com,rosswood,ext_ef2ee397,ef2ee397,cv_ef2ee397,001-593-403-6149x872,692-512-4938,1980,Cloud Engineering,India,Polish,828cd2ef,103765aa,2024-12-17,2025-12-27,10,2021,4,2023
Ross Wood,int:Ross Wood,int:Associate Azure Engineer,ross.wood@example.com,rosswood,ext_ef2ee397,ef2ee397,cv_ef2ee397,001-593-403-6149x872,692-512-4938,1980,Cloud Engineering,India,Polish,c3b699fc,beedc83b,2026-02-16,2025-12-16,8,2016,7,2018
Ross Wood,int:Ross Wood,int:Associate Azure Engineer,ross.wood@example.com,rosswood,ext_ef2ee397,ef2ee397,cv_ef2ee397,001-593-403-6149x872,692-512-4938,1980,Cloud Engineering,India,Polish,4aab7b61,a3371b08,2024-07-02,2025-11-05,6,2017,3,2019
Ross Wood,int:Ross Wood,int:Associate Azure Engineer,ross.wood@example.com,rosswood,ext_ef2ee397,ef2ee397,cv_ef2ee397,001-593-403-6149x872,692-512-4938,1980,Cloud Engineering,India,Polish,0727fe15,79fd781b,2025-10-07,2025-08-20,11,2016,9,2019
William Peterson,int:William Peterson,int:Consultant Oracle Engineer,william.peterson@example.com,williampeterson,ext_d7a7e47c,d7a7e47c,cv_d7a7e47c,+1-308-994-8706x05664,558.703.0468x7506,1979,Cloud Engineering,USA,Norwegian,0a07a264,aaf584f3,2026-02-17,2025-09-08,10,2019,9,2019
William Peterson,int:William Peterson,int:Consultant Oracle Engineer,william.peterson@example.com,williampeterson,ext_d7a7e47c,d7a7e47c,cv_d7a7e47c,+1-308-994-8706x05664,558.703.0468x7506,1979,Cloud Engineering,USA,Norwegian,b027846d,4f15a151,2025-02-26,2026-02-10,5,2023,5,2023
William Peterson,int:William Peterson,int:Consultant Oracle Engineer,william.peterson@example.com,williampeterson,ext_d7a7e47c,d7a7e47c,cv_d7a7e47c,+1-308-994-8706x05664,558.703.0468x7506,1979,Cloud Engineering,USA,Norwegian,6e69bff6,b2b2eab8,2024-04-18,2025-09-27,10,2022,12,2025
William Peterson,int:William Peterson,int:Consultant Oracle Engineer,william.peterson@example.com,williampeterson,ext_d7a7e47c,d7a7e47c,cv_d7a7e47c,+1-308-994-8706x05664,558.703.0468x7506,1979,Cloud Engineering,USA,Norwegian,97c0b6d3,8b1d69da,2025-10-21,2025-10-31,3,2025,6,2027
Melissa Short,int:Melissa Short,int:Senior Kubernetes Engineer,melissa.short@example.com,melissashort,ext_88f99f95,88f99f95,cv_88f99f95,790-636-1332,510-376-0954,1971,Cloud Engineering,India,Swedish,b9ca67f3,f9957334,2025-10-13,2025-12-03,8,2022,1,2024
Daniel Yu,int:Daniel Yu,int:Principal DevOps Engineer,daniel.yu@example.org,danielyu,ext_c95fd484,c95fd484,cv_c95fd484,335.305.8319x9717,6068512070,2002,Cloud Engineering,Ireland,British,6928f0ca,7bb57850,2025-11-22,2025-01-09,3,2023,3,2023
Cynthia Poole,int:Cynthia Poole,int:Senior Data Engineer,cynthia.poole@mail.test,cynthiapoole,ext_39a0c4f0,39a0c4f0,cv_39a0c4f0,810-580-4661,+1-990-776-7699x150,1996,Data Engineering,United Kingdom,Polish,558a5a3f,ae9d6245,2025-03-22,2025-06-27,7,2023,10,2023
Cynthia Poole,int:Cynthia Poole,int:Senior Data Engineer,cynthia.poole@mail.test,cynthiapoole,ext_39a0c4f0,39a0c4f0,cv_39a0c4f0,810-580-4661,+1-990-776-7699x150,1996,Data Engineering,United Kingdom,Polish,6c245f43,3bd38a63,2024-11-10,2025-08-27,6,2025,1,2026
Cynthia Poole,int:Cynthia Poole,int:Senior Data Engineer,cynthia.poole@mail.test,cynthiapoole,ext_39a0c4f0,39a0c4f0,cv_39a0c4f0,810-580-4661,+1-990-776-7699x150,1996,Data Engineering,United Kingdom,Polish,b9c46420,a49ab2df,2024-05-21,2025-07-30,8,2021,8,2023
Jasmine Graham,int:Jasmine Graham,int:Consultant AI Engineer,jasmine.graham@example.com,jasminegraham,ext_32daa1a9,32daa1a9,cv_32daa1a9,001-431-610-9193,(867)797-2320x024,1989,AI/ML,Australia,Norwegian,1457da4e,90cbd8a5,2024-11-01,2024-04-13,12,2016,9,2017
Jasmine Graham,int:Jasmine Graham,int:Consultant AI Engineer,jasmine.graham@example.com,jasminegraham,ext_32daa1a9,32daa1a9,cv_32daa1a9,001-431-610-9193,(867)797-2320x024,1989,AI/ML,Australia,Norwegian,f9edface,93ace559,2024-09-06,2025-11-12,1,2022,10,2024
Jessica Sheppard,int:Jessica Sheppard,int:Consultant Data Platform Engineer,jessica.sheppard@mail.test,jessicasheppard,ext_94e00b85,94e00b85,cv_94e00b85,498-222-7495x4508,388.706.5333,1973,Data Engineering,India,British,df63fb59,c1bbff38,2026-02-10,2025-06-23,2,2023,10,2026
Jessica Sheppard,int:Jessica Sheppard,int:Consultant Data Platform Engineer,jessica.sheppard@mail.test,jessicasheppard,ext_94e00b85,94e00b85,cv_94e00b85,498-222-7495x4508,388.706.5333,1973,Data Engineering,India,British,f7fd32ba,49d4ff02,2024-08-14,2025-06-02,8,2018,3,2021
Jessica Sheppard,int:Jessica Sheppard,int:Consultant Data Platform Engineer,jessica.sheppard@mail.test,jessicasheppard,ext_94e00b85,94e00b85,cv_94e00b85,498-222-7495x4508,388.706.5333,1973,Data Engineering,India,British,63c6a1d9,1a3e3166,2026-01-07,2024-08-13,12,2025,2,2028
Jessica Sheppard,int:Jessica Sheppard,int:Consultant Data Platform Engineer,jessica.sheppard@mail.test,jessicasheppard,ext_94e00b85,94e00b85,cv_94e00b85,498-222-7495x4508,388.706.5333,1973,Data Engineering,India,British,1609c5fc,d1e1fc04,2024-04-23,2024-07-12,4,2023,9,2023
Amanda Webb,int:Amanda Webb,int:Senior Full-stack Engineer,amanda.webb@example.org,amandawebb,ext_c9a72ebe,c9a72ebe,cv_c9a72ebe,001-463-662-0501x5081,439.750.0334x234,1985,Software Engineering,United Kingdom,Swedish,a40742e9,26b6042c,2026-04-02,2025-10-15,8,2018,12,2019
Amanda Webb,int:Amanda Webb,int:Senior Full-stack Engineer,amanda.webb@example.org,amandawebb,ext_c9a72ebe,c9a72ebe,cv_c9a72ebe,001-463-662-0501x5081,439.750.0334x234,1985,Software Engineering,United Kingdom,Swedish,f6b92f7f,ef0644d0,2025-01-05,2024-09-04,4,2025,8,2025
Ryan Simon,int:Ryan Simon,int:Lead Enterprise Architect,ryan.simon@example.com,ryansimon,ext_a0a5f3b8,a0a5f3b8,cv_a0a5f3b8,+1-432-830-2410,+1-315-334-7355x2896,1971,Architecture,United Kingdom,Norwegian,465f908d,2d3f9ba4,2026-02-23,2026-01-23,8,2023,6,2024
Ryan Simon,int:Ryan Simon,int:Lead Enterprise Architect,ryan.simon@example.com,ryansimon,ext_a0a5f3b8,a0a5f3b8,cv_a0a5f3b8,+1-432-830-2410,+1-315-334-7355x2896,1971,Architecture,United Kingdom,Norwegian,d1637620,552611c0,2024-05-01,2025-10-08,12,2020,5,2022
Ryan Simon,int:Ryan Simon,int:Lead Enterprise Architect,ryan.simon@example.com,ryansimon,ext_a0a5f3b8,a0a5f3b8,cv_a0a5f3b8,+1-432-830-2410,+1-315-334-7355x2896,1971,Architecture,United Kingdom,Norwegian,91b4b787,9aae3045,2026-02-17,2025-11-25,4,2017,10,2018
Ryan Simon,int:Ryan Simon,int:Lead Enterprise Architect,ryan.simon@example.com,ryansimon,ext_a0a5f3b8,a0a5f3b8,cv_a0a5f3b8,+1-432-830-2410,+1-315-334-7355x2896,1971,Architecture,United Kingdom,Norwegian,a28bb306,0ec9dd43,2026-03-12,2025-08-27,3,2017,7,2020
Joseph Christian,int:Joseph Christian,int:Consultant Oracle Engineer,joseph.christian@mail.test,josephchristian,ext_2909f414,2909f414,cv_2909f414,(823)538-6559,2996384253,1997,Cloud Engineering,United Kingdom,Swedish,3ac4f1b2,c4da1c7f,2024-08-09,2025-09-27,1,2016,12,2018
Joseph Christian,int:Joseph Christian,int:Consultant Oracle Engineer,joseph.christian@mail.test,josephchristian,ext_2909f414,2909f414,cv_2909f414,(823)538-6559,2996384253,1997,Cloud Engineering,United Kingdom,Swedish,c9d822c2,cc8a0833,2025-11-04,2024-11-11,11,2020,1,2021
Nicole Sanchez,int:Nicole Sanchez,int:Senior DevOps Engineer,nicole.sanchez@example.com,nicolesanchez,ext_07feb8ab,07feb8ab,cv_07feb8ab,833.473.6346,(248)912-1478x539,1976,Cloud Engineering,Australia,Norwegian,03d15ae0,0f63e451,2026-01-31,2025-08-04,2,2024,5,2025
Nicole Sanchez,int:Nicole Sanchez,int:Senior DevOps Engineer,nicole.sanchez@example.com,nicolesanchez,ext_07feb8ab,07feb8ab,cv_07feb8ab,833.473.6346,(248)912-1478x539,1976,Cloud Engineering,Australia,Norwegian,1a9873af,91b699d4,2025-12-17,2025-05-29,1,2023,9,2024
Nicole Sanchez,int:Nicole Sanchez,int:Senior DevOps Engineer,nicole.sanchez@example.com,nicolesanchez,ext_07feb8ab,07feb8ab,cv_07feb8ab,833.473.6346,(248)912-1478x539,1976,Cloud Engineering,Australia,Norwegian,83c068c2,901beb4a,2025-05-24,2025-04-15,1,2021,1,2022
Nicole Sanchez,int:Nicole Sanchez,int:Senior DevOps Engineer,nicole.sanchez@example.com,nicolesanchez,ext_07feb8ab,07feb8ab,cv_07feb8ab,833.473.6346,(248)912-1478x539,1976,Cloud Engineering,Australia,Norwegian,ae2c9880,46bef86f,2024-05-01,2024-07-29,8,2021,9,2024
Steven Bishop,int:Steven Bishop,int:Principal Data Engineer,steven.bishop@example.com,stevenbishop,ext_18adcccc,18adcccc,cv_18adcccc,495.967.7665x75460,341.651.4888,1992,Data Engineering,India,Swedish,c028b2c2,403f8f63,2025-12-25,2024-08-02,6,2024,8,2026
Steven Bishop,int:Steven Bishop,int:Principal Data Engineer,steven.bishop@example.com,stevenbishop,ext_18adcccc,18adcccc,cv_18adcccc,495.967.7665x75460,341.651.4888,1992,Data Engineering,India,Swedish,cf5d671f,ed2d2a64,2024-05-07,2024-04-15,9,2024,5,2027
Steven Bishop,int:Steven Bishop,int:Principal Data Engineer,steven.bishop@example.com,stevenbishop,ext_18adcccc,18adcccc,cv_18adcccc,495.967.7665x75460,341.651.4888,1992,Data Engineering,India,Swedish,dca0b615,6db02125,2025-07-13,2024-09-21,11,2023,3,2024
Steven Bishop,int:Steven Bishop,int:Principal Data Engineer,steven.bishop@example.com,stevenbishop,ext_18adcccc,18adcccc,cv_18adcccc,495.967.7665x75460,341.651.4888,1992,Data Engineering,India,Swedish,bca75591,f7ff817c,2024-09-30,2025-02-19,4,2018,5,2019
Nicholas Johnson,int:Nicholas Johnson,int:Principal ML Engineer,nicholas.johnson@example.org,nicholasjohnson,ext_c40061e1,c40061e1,cv_c40061e1,511.715.0835,844-839-2840x445,1975,AI/ML,Slovenia,Norwegian,11508454,bf52df59,2025-02-10,2025-06-22,1,2020,8,2020
Nicholas Johnson,int:Nicholas Johnson,int:Principal ML Engineer,nicholas.johnson@example.org,nicholasjohnson,ext_c40061e1,c40061e1,cv_c40061e1,511.715.0835,844-839-2840x445,1975,AI/ML,Slovenia,Norwegian,89d7fb7f,af97225b,2025-06-08,2025-11-12,12,2023,7,2025
Melissa White,int:Melissa White,int:Senior Full-stack Engineer,melissa.white@mail.test,melissawhite,ext_e9043431,e9043431,cv_e9043431,001-907-582-6333,298.777.5153x66377,1988,Software Engineering,United Kingdom,Polish,d2405959,aa423aca,2026-02-08,2025-02-10,9,2020,7,2020
Melissa White,int:Melissa White,int:Senior Full-stack Engineer,melissa.white@mail.test,melissawhite,ext_e9043431,e9043431,cv_e9043431,001-907-582-6333,298.777.5153x66377,1988,Software Engineering,United Kingdom,Polish,11c7e95e,2a0cc1dc,2025-04-15,2026-03-08,3,2020,2,2020
Melissa White,int:Melissa White,int:Senior Full-stack Engineer,melissa.white@mail.test,melissawhite,ext_e9043431,e9043431,cv_e9043431,001-907-582-6333,298.777.5153x66377,1988,Software Engineering,United Kingdom,Polish,9a820edd,12a6c865,2025-12-22,2025-10-25,7,2016,11,2018
Melissa White,int:Melissa White,int:Senior Full-stack Engineer,melissa.white@mail.test,melissawhite,ext_e9043431,e9043431,cv_e9043431,001-907-582-6333,298.777.5153x66377,1988,Software Engineering,United Kingdom,Polish,2cbd335b,b4ead0b8,2024-09-13,2025-12-17,12,2017,2,2020
Matthew Beard,int:Matthew Beard,int:Senior .NET Engineer,matthew.beard@example.org,matthewbeard,ext_8b248ba0,8b248ba0,cv_8b248ba0,961.686.3715,421-582-0970,1971,Software Engineering,India,Danish,fc40621e,2eec3f6b,2025-12-21,2026-03-11,7,2018,10,2021
Matthew Beard,int:Matthew Beard,int:Senior .NET Engineer,matthew.beard@example.org,matthewbeard,ext_8b248ba0,8b248ba0,cv_8b248ba0,961.686.3715,421-582-0970,1971,Software Engineering,India,Danish,2a6df081,4ccd2666,2025-02-09,2025-09-30,10,2018,2,2021
Matthew Beard,int:Matthew Beard,int:Senior .NET Engineer,matthew.beard@example.org,matthewbeard,ext_8b248ba0,8b248ba0,cv_8b248ba0,961.686.3715,421-582-0970,1971,Software Engineering,India,Danish,de4fb3bb,aae30b58,2024-12-09,2025-10-01,9,2020,12,2020
Jacqueline Hill,int:Jacqueline Hill,int:Lead Data Platform Engineer,jacqueline.hill@example.com,jacquelinehill,ext_9b53e872,9b53e872,cv_9b53e872,264-733-4817,502.456.6212x86716,1993,Data Engineering,India,British,e99d621a,6a3884f1,2025-09-16,2026-01-22,1,2022,5,2022
Christopher Cortez,int:Christopher Cortez,int:Senior Scrum Master,christopher.cortez@example.com,christophercortez,ext_dda8d6ed,dda8d6ed,cv_dda8d6ed,590.414.7546x926,+1-667-362-9160x324,1979,Delivery Management,USA,Swedish,62fd1442,0a46047d,2025-07-14,2025-08-27,3,2020,3,2022
Christopher Cortez,int:Christopher Cortez,int:Senior Scrum Master,christopher.cortez@example.com,christophercortez,ext_dda8d6ed,dda8d6ed,cv_dda8d6ed,590.414.7546x926,+1-667-362-9160x324,1979,Delivery Management,USA,Swedish,567702cb,3d7d5f01,2026-03-30,2024-05-23,12,2020,6,2023
Christopher Cortez,int:Christopher Cortez,int:Senior Scrum Master,christopher.cortez@example.com,christophercortez,ext_dda8d6ed,dda8d6ed,cv_dda8d6ed,590.414.7546x926,+1-667-362-9160x324,1979,Delivery Management,USA,Swedish,3bc6a18b,b32e3d18,2025-06-15,2025-11-03,9,2022,10,2025
Christopher Cortez,int:Christopher Cortez,int:Senior Scrum Master,christopher.cortez@example.com,christophercortez,ext_dda8d6ed,dda8d6ed,cv_dda8d6ed,590.414.7546x926,+1-667-362-9160x324,1979,Delivery Management,USA,Swedish,dc013a80,6067b94a,2024-04-09,2024-11-16,12,2017,3,2019
Tracy Chang,int:Tracy Chang,int:Senior .NET Engineer,tracy.chang@example.com,tracychang,ext_201c711b,201c711b,cv_201c711b,001-937-468-1511x856,838-207-0176x563,1994,Software Engineering,India,Swedish,e3d25be4,4fb4db62,2024-05-12,2025-09-02,3,2023,2,2026
Tracy Chang,int:Tracy Chang,int:Senior .NET Engineer,tracy.chang@example.com,tracychang,ext_201c711b,201c711b,cv_201c711b,001-937-468-1511x856,838-207-0176x563,1994,Software Engineering,India,Swedish,fcc74e5d,a5fd80c4,2026-02-14,2025-05-22,1,2022,5,2025
Tracy Chang,int:Tracy Chang,int:Senior .NET Engineer,tracy.chang@example.com,tracychang,ext_201c711b,201c711b,cv_201c711b,001-937-468-1511x856,838-207-0176x563,1994,Software Engineering,India,Swedish,019983ea,3101f3b0,2025-08-31,2025-01-05,3,2016,5,2018
Hannah Brewer,int:Hannah Brewer,int:Lead Cloud Architect,hannah.brewer@example.org,hannahbrewer,ext_b0e484cc,b0e484cc,cv_b0e484cc,3415257771,001-372-874-2209x124,2001,Architecture,United Kingdom,Swedish,af65b324,bfc6e856,2024-08-21,2024-07-03,8,2017,2,2020
Hannah Brewer,int:Hannah Brewer,int:Lead Cloud Architect,hannah.brewer@example.org,hannahbrewer,ext_b0e484cc,b0e484cc,cv_b0e484cc,3415257771,001-372-874-2209x124,2001,Architecture,United Kingdom,Swedish,a15eb73f,9a9931c3,2025-09-11,2025-06-19,11,2023,12,2024
Christopher Walker,int:Christopher Walker,int:Head of Product and Service Design,christopher.walker@mail.test,christopherwalker,ext_517bd764,517bd764,cv_517bd764,(333)410-6005x313,001-820-868-1558x3938,1986,Head of Product and Service Design,India,Danish,087a4d49,93d3f291,2025-12-23,2025-06-22,3,2017,1,2020
Christopher Walker,int:Christopher Walker,int:Head of Product and Service Design,christopher.walker@mail.test,christopherwalker,ext_517bd764,517bd764,cv_517bd764,(333)410-6005x313,001-820-868-1558x3938,1986,Head of Product and Service Design,India,Danish,7be8dc7b,8eb48b10,2026-01-14,2025-08-10,11,2024,7,2027
Heather Torres,int:Heather Torres,int:Lead Solution Architect,heather.torres@example.com,heathertorres,ext_60b15d71,60b15d71,cv_60b15d71,733-215-5206,(937)331-4950x1364,1979,Architecture,Ireland,Norwegian,54ab230e,426ce2da,2024-08-04,2026-03-24,10,2018,8,2018
Heather Torres,int:Heather Torres,int:Lead Solution Architect,heather.torres@example.com,heathertorres,ext_60b15d71,60b15d71,cv_60b15d71,733-215-5206,(937)331-4950x1364,1979,Architecture,Ireland,Norwegian,f07ca3e1,579ae77b,2025-08-19,2024-09-03,4,2024,5,2025
Bonnie Kennedy,int:Bonnie Kennedy,int:Associate DevOps Engineer,bonnie.kennedy@example.com,bonniekennedy,ext_61582b4c,61582b4c,cv_61582b4c,001-789-924-1956x252,250-599-7683,1977,Cloud Engineering,India,Swedish,b17d7ede,94da4030,2025-07-06,2025-11-08,2,2019,5,2022
Bonnie Kennedy,int:Bonnie Kennedy,int:Associate DevOps Engineer,bonnie.kennedy@example.com,bonniekennedy,ext_61582b4c,61582b4c,cv_61582b4c,001-789-924-1956x252,250-599-7683,1977,Cloud Engineering,India,Swedish,29aae494,65122af0,2024-05-20,2025-06-03,1,2022,11,2023
Bonnie Kennedy,int:Bonnie Kennedy,int:Associate DevOps Engineer,bonnie.kennedy@example.com,bonniekennedy,ext_61582b4c,61582b4c,cv_61582b4c,001-789-924-1956x252,250-599-7683,1977,Cloud Engineering,India,Swedish,f05f5025,bebbd14a,2025-05-16,2024-04-22,3,2018,8,2018
Alyssa Coleman,int:Alyssa Coleman,int:Senior AWS Engineer,alyssa.coleman@example.com,alyssacoleman,ext_3e53c460,3e53c460,cv_3e53c460,2914436391,(474)632-6303x975,1975,Cloud Engineering,Slovenia,Polish,ac43faa5,5fe7aed7,2026-02-12,2026-03-06,12,2020,5,2022
Alyssa Coleman,int:Alyssa Coleman,int:Senior AWS Engineer,alyssa.coleman@example.com,alyssacoleman,ext_3e53c460,3e53c460,cv_3e53c460,2914436391,(474)632-6303x975,1975,Cloud Engineering,Slovenia,Polish,541b440e,d9e3b44f,2025-12-04,2025-07-05,3,2020,4,2022
Alyssa Coleman,int:Alyssa Coleman,int:Senior AWS Engineer,alyssa.coleman@example.com,alyssacoleman,ext_3e53c460,3e53c460,cv_3e53c460,2914436391,(474)632-6303x975,1975,Cloud Engineering,Slovenia,Polish,84c7ae2c,ca249161,2025-01-19,2025-05-23,12,2021,7,2024
Julie Rivera,int:Julie Rivera,int:Senior MLOps Engineer,julie.rivera@mail.test,julierivera,ext_e3b1becb,e3b1becb,cv_e3b1becb,508-864-0355x33803,452.570.1713x02321,1968,Data Engineering,Australia,Polish,ae0ef862,912b2c60,2026-01-12,2024-11-07,10,2023,1,2023
Jacqueline Nelson,int:Jacqueline Nelson,int:Consultant Data Platform Engineer,jacqueline.nelson@example.com,jacquelinenelson,ext_3262e801,3262e801,cv_3262e801,881.467.4233,+1-834-449-7347x156,1984,Data Engineering,Ireland,Norwegian,7e4cbd9f,b52fadcf,2025-03-05,2025-09-03,12,2016,4,2018
John Martinez,int:John Martinez,int:Associate C# Developer,john.martinez@mail.test,johnmartinez,ext_e7ca3b72,e7ca3b72,cv_e7ca3b72,476.489.6270x6614,467-947-4689x715,1968,Software Engineering,Ireland,Swedish,e54c5d69,929dfc85,2024-07-15,2024-04-04,6,2025,8,2027
John Martinez,int:John Martinez,int:Associate C# Developer,john.martinez@mail.test,johnmartinez,ext_e7ca3b72,e7ca3b72,cv_e7ca3b72,476.489.6270x6614,467-947-4689x715,1968,Software Engineering,Ireland,Swedish,71678a45,d77def56,2025-05-15,2025-02-13,10,2023,8,2025
John Martinez,int:John Martinez,int:Associate C# Developer,john.martinez@mail.test,johnmartinez,ext_e7ca3b72,e7ca3b72,cv_e7ca3b72,476.489.6270x6614,467-947-4689x715,1968,Software Engineering,Ireland,Swedish,572f1824,da414da2,2025-03-12,2024-05-28,7,2020,7,2023
James Wilson,int:James Wilson,int:Principal MLOps Engineer,james.wilson@mail.test,jameswilson,ext_ece79fbe,ece79fbe,cv_ece79fbe,823.800.8576,001-556-874-9160x1692,1981,Data Engineering,India,Danish,80d8102a,6facef29,2025-07-16,2024-08-23,7,2023,12,2023
James Wilson,int:James Wilson,int:Principal MLOps Engineer,james.wilson@mail.test,jameswilson,ext_ece79fbe,ece79fbe,cv_ece79fbe,823.800.8576,001-556-874-9160x1692,1981,Data Engineering,India,Danish,3f48517f,01066c23,2024-04-14,2024-10-28,4,2020,2,2023
James Wilson,int:James Wilson,int:Principal MLOps Engineer,james.wilson@mail.test,jameswilson,ext_ece79fbe,ece79fbe,cv_ece79fbe,823.800.8576,001-556-874-9160x1692,1981,Data Engineering,India,Danish,1e05987f,a7d14532,2026-03-22,2025-08-29,10,2020,3,2022
Amanda Gill,int:Amanda Gill,int:Principal Python Developer,amanda.gill@example.org,amandagill,ext_4f986231,4f986231,cv_4f986231,758-275-0663x370,001-324-397-2439x920,1985,Data Engineering,Ireland,Swedish,5f348c18,63870495,2025-01-25,2024-04-15,3,2017,5,2019
Jacob Robinson,int:Jacob Robinson,int:Senior Data Platform Engineer,jacob.robinson@example.com,jacobrobinson,ext_8032314c,8032314c,cv_8032314c,+1-866-691-8362x6448,001-961-219-5243x6402,1996,Data Engineering,United Kingdom,Danish,a2ac7d61,189fd2a1,2024-05-08,2025-06-17,12,2018,12,2020
Todd Hardy,int:Todd Hardy,int:Head of Business Analysis,todd.hardy@example.org,toddhardy,ext_4e7e2c3a,4e7e2c3a,cv_4e7e2c3a,716-486-4622,001-223-472-8179x323,1984,Head of Business Analysis,United Kingdom,Norwegian,38f78131,538d5ea4,2025-02-19,2025-12-27,2,2020,1,2020
Tiffany Warren,int:Tiffany Warren,int:Principal ML Engineer,tiffany.warren@mail.test,tiffanywarren,ext_d425e08a,d425e08a,cv_d425e08a,001-334-767-9121x41614,2932771004,1985,AI/ML,United Kingdom,British,4fdbe390,e8ecf589,2025-09-19,2025-05-16,10,2024,10,2024
Tiffany Warren,int:Tiffany Warren,int:Principal ML Engineer,tiffany.warren@mail.test,tiffanywarren,ext_d425e08a,d425e08a,cv_d425e08a,001-334-767-9121x41614,2932771004,1985,AI/ML,United Kingdom,British,6acefeef,530f21d5,2024-11-05,2025-12-22,1,2021,10,2022
Justin Garcia,int:Justin Garcia,int:Principal C# Developer,justin.garcia@mail.test,justingarcia,ext_69620149,69620149,cv_69620149,938-706-9847,+1-765-755-5356x690,1998,Software Engineering,United Kingdom,Norwegian,7539e83b,8f790166,2025-06-08,2025-02-18,6,2017,10,2017
Justin Garcia,int:Justin Garcia,int:Principal C# Developer,justin.garcia@mail.test,justingarcia,ext_69620149,69620149,cv_69620149,938-706-9847,+1-765-755-5356x690,1998,Software Engineering,United Kingdom,Norwegian,5381aa2a,b11748b2,2024-05-21,2026-01-06,6,2025,9,2026
Justin Garcia,int:Justin Garcia,int:Principal C# Developer,justin.garcia@mail.test,justingarcia,ext_69620149,69620149,cv_69620149,938-706-9847,+1-765-755-5356x690,1998,Software Engineering,United Kingdom,Norwegian,5ba9cf19,58ba1a86,2025-04-07,2025-09-06,8,2022,10,2025
James Perez,int:James Perez,int:Associate DevOps Engineer,james.perez@example.org,jamesperez,ext_845a5164,845a5164,cv_845a5164,607-562-0918,(779)978-6305x050,1997,Cloud Engineering,India,British,36869b87,e37e1a55,2025-05-10,2024-12-20,1,2016,9,2017
James Perez,int:James Perez,int:Associate DevOps Engineer,james.perez@example.org,jamesperez,ext_845a5164,845a5164,cv_845a5164,607-562-0918,(779)978-6305x050,1997,Cloud Engineering,India,British,b947cb4e,53ad3060,2026-03-17,2024-09-25,5,2017,1,2020
James Perez,int:James Perez,int:Associate DevOps Engineer,james.perez@example.org,jamesperez,ext_845a5164,845a5164,cv_845a5164,607-562-0918,(779)978-6305x050,1997,Cloud Engineering,India,British,fe1c7b2c,4ecff5ea,2024-08-07,2025-04-29,6,2016,1,2017
James Perez,int:James Perez,int:Associate DevOps Engineer,james.perez@example.org,jamesperez,ext_845a5164,845a5164,cv_845a5164,607-562-0918,(779)978-6305x050,1997,Cloud Engineering,India,British,1e5f481f,41b95078,2025-03-18,2025-12-10,6,2020,4,2023
Harry Smith,int:Harry Smith,int:Principal Backend Engineer,harry.smith@example.com,harrysmith,ext_c3fe175a,c3fe175a,cv_c3fe175a,397.869.1567,993-428-9802x7148,1973,Software Engineering,United Kingdom,Norwegian,9bc0bab3,e9749603,2024-04-18,2024-07-20,1,2018,5,2019
Harry Smith,int:Harry Smith,int:Principal Backend Engineer,harry.smith@example.com,harrysmith,ext_c3fe175a,c3fe175a,cv_c3fe175a,397.869.1567,993-428-9802x7148,1973,Software Engineering,United Kingdom,Norwegian,4c9f97b1,4010be4e,2024-04-29,2026-02-18,12,2018,11,2020
