Name,Name (multilang),Title (#{lang}),Email,UPN,External User ID,CV Partner User ID,CV Partner CV ID,Phone Number,Landline,Birth Year,Department,Country,Nationality,CV Partner section ID,External unique ID,Updated,Updated by owner,Highlighted,Is official masterdata (in #{lang}),Language,Level
Thomas Green,int:Thomas Green,int:Senior Analytics Engineer,thomas.green@mail.test,thomasgreen,ext_f661937f,f661937f,cv_f661937f,(545)427-9852x401,001-923-842-3216x110,1985,Data Engineering,United Kingdom,Danish,fa867e58,6a97f55c,2024-12-11,2024-04-19,True,int:Yes,Danish,Native
John Walsh,int:John Walsh,int:Associate DevOps Engineer,john.walsh@example.org,johnwalsh,ext_0cc96594,0cc96594,cv_0cc96594,6312089071,440-711-9393,1981,Cloud Engineering,United Kingdom,Polish,d626fd98,84e2b2a1,2025-01-13,2024-05-01,True,int:Yes,English,Professional
John Walsh,int:John Walsh,int:Associate DevOps Engineer,john.walsh@example.org,johnwalsh,ext_0cc96594,0cc96594,cv_0cc96594,6312089071,440-711-9393,1981,Cloud Engineering,United Kingdom,Polish,8717f459,b3058765,2025-03-19,2025-02-27,False,int:Yes,Polish,Fluent
John Walsh,int:John Walsh,int:Associate DevOps Engineer,john.walsh@example.org,johnwalsh,ext_0cc96594,0cc96594,cv_0cc96594,6312089071,440-711-9393,1981,Cloud Engineering,United Kingdom,Polish,26b0588c,d7ddbbcc,2024-08-16,2024-06-01,False,int:Yes,Danish,Native
Katie Boyd,int:Katie Boyd,int:Consultant Data Architect,katie.boyd@example.org,katieboyd,ext_e538b6da,e538b6da,cv_e538b6da,5123495528,290-383-3428,1992,Architecture,United Kingdom,Danish,2a9f008c,55caa82b,2025-10-08,2025-12-28,True,int:No,Polish,Native
Katie Boyd,int:Katie Boyd,int:Consultant Data Architect,katie.boyd@example.org,katieboyd,ext_e538b6da,e538b6da,cv_e538b6da,5123495528,290-383-3428,1992,Architecture,United Kingdom,Danish,c06540b9,00c73e70,2024-05-31,2025-10-21,True,int:No,Norwegian,Fluent
Courtney Hill,int:Courtney Hill,int:Principal Project Manager,courtney.hill@example.org,courtneyhill,ext_fc5efe0a,fc5efe0a,cv_fc5efe0a,787.859.2712,(638)236-1517x18275,1985,Delivery Management,Ireland,Danish,1b0576e3,9cbb1729,2024-05-16,2026-01-31,False,int:Yes,Swedish,Professional
Courtney Hill,int:Courtney Hill,int:Principal Project Manager,courtney.hill@example.org,courtneyhill,ext_fc5efe0a,fc5efe0a,cv_fc5efe0a,787.859.2712,(638)236-1517x18275,1985,Delivery Management,Ireland,Danish,4db5bc7a,d10b953d,2025-06-29,2024-12-24,True,int:No,Danish,Fluent
Chris Mitchell,int:Chris Mitchell,int:Lead Data Platform Engineer,chris.mitchell@mail.test,chrismitchell,ext_a3fb4bbb,a3fb4bbb,cv_a3fb4bbb,957-516-4794,+1-264-963-1752,1984,Data Engineering,United Kingdom,Danish,4144e90e,17d78e02,2024-09-17,2025-02-11,False,int:No,English,Native
Chris Mitchell,int:Chris Mitchell,int:Lead Data Platform Engineer,chris.mitchell@mail.test,chrismitchell,ext_a3fb4bbb,a3fb4bbb,cv_a3fb4bbb,957-516-4794,+1-264-963-1752,1984,Data Engineering,United Kingdom,Danish,fb3b3e20,d62b728d,2024-11-29,2026-02-23,True,int:No,Norwegian,Native
Chris Mitchell,int:Chris Mitchell,int:Lead Data Platform Engineer,chris.mitchell@mail.test,chrismitchell,ext_a3fb4bbb,a3fb4bbb,cv_a3fb4bbb,957-516-4794,+1-264-963-1752,1984,Data Engineering,United Kingdom,Danish,be5f63b7,628d7735,2025-03-23,2024-06-29,False,int:No,Polish,Intermediate
Joseph Flores,int:Joseph Flores,int:Senior Data Scientist,joseph.flores@example.com,josephflores,ext_6d85ea7f,6d85ea7f,cv_6d85ea7f,+1-716-578-1126x69121,939-861-3674x99465,1968,AI/ML,Australia,British,9b9e7832,3624d7e3,2025-07-13,2025-12-01,False,int:Yes,Swedish,Intermediate
Amber Taylor,int:Amber Taylor,int:Senior Kubernetes Engineer,amber.taylor@mail.test,ambertaylor,ext_f0099a3f,f0099a3f,cv_f0099a3f,384.227.1147x7320,370-326-9524,1982,Cloud Engineering,United Kingdom,Polish,3679e790,2635fe49,2025-05-24,2026-03-01,True,int:No,Norwegian,Native
Jesse Benson,int:Jesse Benson,int:Principal Solution Architect,jesse.benson@example.com,jessebenson,ext_dc269dac,dc269dac,cv_dc269dac,+1-287-273-4778x48588,(916)875-6770x02842,1996,Architecture,United Kingdom,Danish,14f9363c,bdd2a767,2024-06-09,2024-10-11,True,int:No,Danish,Native
Jasmine Brown,int:Jasmine Brown,int:Principal Data Engineer,jasmine.brown@example.com,jasminebrown,ext_24f25d16,24f25d16,cv_24f25d16,(946)971-9788,+1-728-606-4796,1968,Data Engineering,United Kingdom,British,c5577252,05c47c49,2025-10-17,2024-05-03,False,int:Yes,Danish,Intermediate
Jasmine Brown,int:Jasmine Brown,int:Principal Data Engineer,jasmine.brown@example.com,jasminebrown,ext_24f25d16,24f25d16,cv_24f25d16,(946)971-9788,+1-728-606-4796,1968,Data Engineering,United Kingdom,British,0752e57e,d82e66d9,2025-08-05,2024-04-24,False,int:No,English,Professional
Rick Daniels,int:Rick Daniels,int:Senior AWS Engineer,rick.daniels@example.com,rickdaniels,ext_1c4135ae,1c4135ae,cv_1c4135ae,700-790-2559x05616,(250)733-3491x14152,1973,Cloud Engineering,Australia,Danish,9bba07b5,43ddfdc3,2026-03-01,2026-02-04,False,int:Yes,Norwegian,Intermediate
Rick Daniels,int:Rick Daniels,int:Senior AWS Engineer,rick.daniels@example.com,rickdaniels,ext_1c4135ae,1c4135ae,cv_1c4135ae,700-790-2559x05616,(250)733-3491x14152,1973,Cloud Engineering,Australia,Danish,bc46a662,26522354,2024-07-28,2025-01-18,False,int:Yes,English,Fluent
Robert Clark,int:Robert Clark,int:Consultant ML Engineer,robert.clark@example.com,robertclark,ext_9e5d2e12,9e5d2e12,cv_9e5d2e12,2767986407,(496)659-1713x5785,1992,AI/ML,United Kingdom,Polish,ee09688a,7963be76,2024-12-21,2024-09-14,True,int:No,Polish,Fluent
Robert Stein,int:Robert Stein,int:Consultant Analytics Engineer,robert.stein@example.com,robertstein,ext_7d476cbd,7d476cbd,cv_7d476cbd,(863)571-8344x049,+1-519-719-5419x876,2001,Data Engineering,Ireland,Norwegian,2f979791,c1a98eb8,2026-01-07,2024-12-09,True,int:No,Swedish,Intermediate
Robert Stein,int:Robert Stein,int:Consultant Analytics Engineer,robert.stein@example.com,robertstein,ext_7d476cbd,7d476cbd,cv_7d476cbd,(863)571-8344x049,+1-519-719-5419x876,2001,Data Engineering,Ireland,Norwegian,3e868f87,8aa5a094,2025-06-14,2026-02-19,True,int:Yes,English,Intermediate
Robert Stein,int:Robert Stein,int:Consultant Analytics Engineer,robert.stein@example.com,robertstein,ext_7d476cbd,7d476cbd,cv_7d476cbd,(863)571-8344x049,+1-519-719-5419x876,2001,Data Engineering,Ireland,Norwegian,682dc9ea,12bf5b13,2026-02-13,2025-03-15,True,int:Yes,Danish,Intermediate
Brandy Dominguez,int:Brandy Dominguez,int:Associate Backend Engineer,brandy.dominguez@example.com,brandydominguez,ext_4f553f2a,4f553f2a,cv_4f553f2a,848-646-8536,+1-687-882-0829x737,1978,Software Engineering,United Kingdom,British,b6e78342,24276435,2025-07-18,2025-07-10,True,int:Yes,Norwegian,Professional
Melissa Cannon,int:Melissa Cannon,int:Consultant Databricks Engineer,melissa.cannon@example.org,melissacannon,ext_d4585aa8,d4585aa8,cv_d4585aa8,001-608-835-7232,(451)536-4424x93631,1989,Data Engineering,United Kingdom,Swedish,acad857f,2e964715,2024-10-23,2024-08-28,False,int:Yes,Swedish,Fluent
Melissa Cannon,int:Melissa Cannon,int:Consultant Databricks Engineer,melissa.cannon@example.org,melissacannon,ext_d4585aa8,d4585aa8,cv_d4585aa8,001-608-835-7232,(451)536-4424x93631,1989,Data Engineering,United Kingdom,Swedish,61f29198,3248d9a3,2025-07-17,2024-11-25,True,int:No,Danish,Professional
Melissa Cannon,int:Melissa Cannon,int:Consultant Databricks Engineer,melissa.cannon@example.org,melissacannon,ext_d4585aa8,d4585aa8,cv_d4585aa8,001-608-835-7232,(451)536-4424x93631,1989,Data Engineering,United Kingdom,Swedish,999712b1,9a20c062,2025-01-15,2025-09-29,False,int:No,Polish,Intermediate
Omar Smith,int:Omar Smith,int:Principal DevOps Engineer,omar.smith@example.com,omarsmith,ext_924925ac,924925ac,cv_924925ac,5344778660,720-644-8207x001,1980,Cloud Engineering,India,Swedish,f0323c3c,eac12fb9,2025-04-24,2024-05-27,False,int:Yes,English,Intermediate
Michael Molina,int:Michael Molina,int:Consultant Frontend Engineer,michael.molina@mail.test,michaelmolina,ext_e06e17d0,e06e17d0,cv_e06e17d0,365-616-2319,313.491.5596x3632,1979,Software Engineering,Ireland,Norwegian,80bc4c07,ee4d1abb,2025-11-20,2025-08-10,False,int:Yes,Polish,Professional
Melissa Ashley,int:Melissa Ashley,int:Principal Python Developer,melissa.ashley@example.org,melissaashley,ext_b3343076,b3343076,cv_b3343076,747.364.9078,286-573-4257x54090,1979,Data Engineering,India,British,d2ddebdc,c82da170,2025-08-30,2024-08-04,True,int:No,Norwegian,Intermediate
Robert Adkins,int:Robert Adkins,int:Principal Data Platform Engineer,robert.adkins@example.com,robertadkins,ext_83e92a7d,83e92a7d,cv_83e92a7d,686-645-1837x606,634-332-7560,1994,Data Engineering,India,Polish,80603c83,02561e8c,2024-09-11,2024-11-12,False,int:Yes,Danish,Fluent
Robert Adkins,int:Robert Adkins,int:Principal Data Platform Engineer,robert.adkins@example.com,robertadkins,ext_83e92a7d,83e92a7d,cv_83e92a7d,686-645-1837x606,634-332-7560,1994,Data Engineering,India,Polish,6bbd18cc,e149cc64,2025-12-18,2025-09-20,True,int:No,English,Fluent
Robert Adkins,int:Robert Adkins,int:Principal Data Platform Engineer,robert.adkins@example.com,robertadkins,ext_83e92a7d,83e92a7d,cv_83e92a7d,686-645-1837x606,634-332-7560,1994,Data Engineering,India,Polish,2cb21698,7593f855,2025-07-31,2026-01-30,False,int:No,Polish,Fluent
Amy Morrison,int:Amy Morrison,int:Principal Python Developer,amy.morrison@mail.test,amymorrison,ext_042cef84,042cef84,cv_042cef84,001-777-965-6124x81569,001-300-327-2063x459,1999,Data Engineering,Australia,Danish,5bb6a3f0,61a6bac9,2025-12-17,2024-12-30,False,int:No,Swedish,Intermediate
Jeffrey Robinson,int:Jeffrey Robinson,int:Consultant Analytics Engineer,jeffrey.robinson@example.com,jeffreyrobinson,ext_0d94ace0,0d94ace0,cv_0d94ace0,(438)629-6577,(895)843-1652,1991,Data Engineering,United Kingdom,Norwegian,b897e122,a87a8f9d,2025-12-17,2024-07-25,False,int:No,Swedish,Professional
Jeffrey Robinson,int:Jeffrey Robinson,int:Consultant Analytics Engineer,jeffrey.robinson@example.com,jeffreyrobinson,ext_0d94ace0,0d94ace0,cv_0d94ace0,(438)629-6577,(895)843-1652,1991,Data Engineering,United Kingdom,Norwegian,46dcd500,2aa4b43c,2025-08-14,2024-05-29,False,int:Yes,Danish,Native
Jeffrey Robinson,int:Jeffrey Robinson,int:Consultant Analytics Engineer,jeffrey.robinson@example.com,jeffreyrobinson,ext_0d94ace0,0d94ace0,cv_0d94ace0,(438)629-6577,(895)843-1652,1991,Data Engineering,United Kingdom,Norwegian,9f7bf280,cb99fb7c,2024-06-08,2024-11-18,True,int:No,Norwegian,Professional
Ryan Johnson,int:Ryan Johnson,int:Associate AI Engineer,ryan.johnson@example.com,ryanjohnson,ext_0b2e35dd,0b2e35dd,cv_0b2e35dd,001-530-608-9317,001-320-269-6942x152,1982,AI/ML,United Kingdom,British,235820bc,03f4b85a,2025-07-20,2024-12-21,False,int:Yes,Polish,Native
Matthew Shelton,int:Matthew Shelton,int:Associate Frontend Engineer,matthew.shelton@mail.test,matthewshelton,ext_485edaa2,485edaa2,cv_485edaa2,001-886-477-1333x447,(939)534-3626x20443,1978,Software Engineering,Spain,British,a528a54f,197adad6,2025-09-09,2025-03-15,True,int:No,Norwegian,Professional
Richard Martin,int:Richard Martin,int:Principal Kubernetes Engineer,richard.martin@mail.test,richardmartin,ext_116097ed,116097ed,cv_116097ed,(697)310-7256x366,280-205-3759,1995,Cloud Engineering,Ireland,Polish,446b0ff3,561be0a4,2024-10-05,2025-03-07,False,int:Yes,Swedish,Professional
Richard Martin,int:Richard Martin,int:Principal Kubernetes Engineer,richard.martin@mail.test,richardmartin,ext_116097ed,116097ed,cv_116097ed,(697)310-7256x366,280-205-3759,1995,Cloud Engineering,Ireland,Polish,6fd18a4f,dbd7b229,2025-09-23,2024-08-06,False,int:No,Danish,Native
Richard Martin,int:Richard Martin,int:Principal Kubernetes Engineer,richard.martin@mail.test,richardmartin,ext_116097ed,116097ed,cv_116097ed,(697)310-7256x366,280-205-3759,1995,Cloud Engineering,Ireland,Polish,a3bfc3ca,a6af63be,2025-09-06,2025-09-02,False,int:Yes,Norwegian,Native
Tanner Anderson,int:Tanner Anderson,int:Senior Solution Architect,tanner.anderson@example.com,tanneranderson,ext_75984d23,75984d23,cv_75984d23,689-464-6528x092,475.972.1586x24150,1969,Architecture,USA,Polish,0f7d46df,83b2ed49,2024-08-15,2026-02-11,False,int:Yes,Danish,Native
Tanner Anderson,int:Tanner Anderson,int:Senior Solution Architect,tanner.anderson@example.com,tanneranderson,ext_75984d23,75984d23,cv_75984d23,689-464-6528x092,475.972.1586x24150,1969,Architecture,USA,Polish,f4a599e6,1d35bd5c,2026-01-15,2025-06-23,True,int:No,Norwegian,Professional
Cindy Johnson,int:Cindy Johnson,int:Principal Full-stack Engineer,cindy.johnson@example.com,cindyjohnson,ext_cdc4afcd,cdc4afcd,cv_cdc4afcd,956-444-9485x625,+1-970-632-0320,1977,Software Engineering,India,Polish,cab3a310,d39cc2e6,2025-03-24,2025-07-10,True,int:No,Norwegian,Native
Cindy Johnson,int:Cindy Johnson,int:Principal Full-stack Engineer,cindy.johnson@example.com,cindyjohnson,ext_cdc4afcd,cdc4afcd,cv_cdc4afcd,956-444-9485x625,+1-970-632-0320,1977,Software Engineering,India,Polish,fe446a72,d38faaef,2026-01-09,2025-07-23,False,int:Yes,Danish,Professional
Cindy Johnson,int:Cindy Johnson,int:Principal Full-stack Engineer,cindy.johnson@example.com,cindyjohnson,ext_cdc4afcd,cdc4afcd,cv_cdc4afcd,956-444-9485x625,+1-970-632-0320,1977,Software Engineering,India,Polish,068855f8,e5c98890,2024-07-28,2025-08-15,False,int:No,English,Native
Phillip Elliott,int:Phillip Elliott,int:Lead Enterprise Architect,phillip.elliott@example.com,phillipelliott,ext_e11ae844,e11ae844,cv_e11ae844,(976)917-0758,512.215.1342x2849,1981,Architecture,Ireland,Danish,558ceda7,f98587a4,2025-02-06,2024-04-27,True,int:No,Polish,Professional
Phillip Elliott,int:Phillip Elliott,int:Lead Enterprise Architect,phillip.elliott@example.com,phillipelliott,ext_e11ae844,e11ae844,cv_e11ae844,(976)917-0758,512.215.1342x2849,1981,Architecture,Ireland,Danish,4d5efbbb,d3a1f2cf,2026-02-04,2025-07-10,False,int:Yes,Danish,Native
Anthony Day,int:Anthony Day,int:Senior Data Scientist,anthony.day@example.com,anthonyday,ext_aad93073,aad93073,cv_aad93073,392.761.3715x04165,(701)277-7490,1995,AI/ML,United Kingdom,Swedish,b5bc400a,127c57a5,2025-09-28,2024-11-16,True,int:No,English,Native
Anthony Day,int:Anthony Day,int:Senior Data Scientist,anthony.day@example.com,anthonyday,ext_aad93073,aad93073,cv_aad93073,392.761.3715x04165,(701)277-7490,1995,AI/ML,United Kingdom,Swedish,79fe8c52,4afb0307,2026-01-06,2024-09-23,False,int:No,Norwegian,Native
Derek Murray,int:Derek Murray,int:Consultant Backend Engineer,derek.murray@example.org,derekmurray,ext_1d24bd04,1d24bd04,cv_1d24bd04,+1-897-359-2304x5018,(342)636-1032x6642,1977,Software Engineering,India,British,ee5fc0be,dcf85689,2025-02-10,2024-05-13,False,int:Yes,Polish,Native
Derek Murray,int:Derek Murray,int:Consultant Backend Engineer,derek.murray@example.org,derekmurray,ext_1d24bd04,1d24bd04,cv_1d24bd04,+1-897-359-2304x5018,(342)636-1032x6642,1977,Software Engineering,India,British,2cfad009,037ad2e8,2025-09-30,2025-12-07,True,int:No,English,Intermediate
Brent Gray,int:Brent Gray,int:Lead Solution Architect,brent.gray@example.org,brentgray,ext_1256fd59,1256fd59,cv_1256fd59,964.692.5158x3776,001-896-316-5926,1993,Architecture,Ireland,Polish,9cd449eb,8ca295c2,2025-12-20,2025-03-11,True,int:Yes,Danish,Professional
Brent Gray,int:Brent Gray,int:Lead Solution Architect,brent.gray@example.org,brentgray,ext_1256fd59,1256fd59,cv_1256fd59,964.692.5158x3776,001-896-316-5926,1993,Architecture,Ireland,Polish,baed3154,cb488752,2025-01-21,2024-04-03,True,int:Yes,Norwegian,Intermediate
Brent Gray,int:Brent Gray,int:Lead Solution Architect,brent.gray@example.org,brentgray,ext_1256fd59,1256fd59,cv_1256fd59,964.692.5158x3776,001-896-316-5926,1993,Architecture,Ireland,Polish,e9854bc1,b7ae447b,2025-09-06,2025-09-05,True,int:Yes,Polish,Intermediate
Jason Murphy,int:Jason Murphy,int:Principal Full-stack Engineer,jason.murphy@example.org,jasonmurphy,ext_595b1c99,595b1c99,cv_595b1c99,3856732788,261.374.2243x864,2001,Software Engineering,Spain,British,29fbcdb8,bb9097b5,2024-09-06,2025-08-12,True,int:Yes,Swedish,Intermediate
Jason Murphy,int:Jason Murphy,int:Principal Full-stack Engineer,jason.murphy@example.org,jasonmurphy,ext_595b1c99,595b1c99,cv_595b1c99,3856732788,261.374.2243x864,2001,Software Engineering,Spain,British,5d111f32,3507c066,2025-08-19,2025-05-29,True,int:No,Norwegian,Professional
Jason Murphy,int:Jason Murphy,int:Principal Full-stack Engineer,jason.murphy@example.org,jasonmurphy,ext_595b1c99,595b1c99,cv_595b1c99,3856732788,261.374.2243x864,2001,Software Engineering,Spain,British,75752dc1,a36eb68b,2024-08-16,2024-06-08,False,int:Yes,English,Native
Kathleen Gray,int:Kathleen Gray,int:Principal Data Platform Engineer,kathleen.gray@example.com,kathleengray,ext_23a89b1d,23a89b1d,cv_23a89b1d,6817866179,891-680-1722x601,1969,Data Engineering,Ireland,Polish,9a199ab3,c01a61fe,2024-04-24,2024-09-18,True,int:Yes,Polish,Native
Kathleen Gray,int:Kathleen Gray,int:Principal Data Platform Engineer,kathleen.gray@example.com,kathleengray,ext_23a89b1d,23a89b1d,cv_23a89b1d,6817866179,891-680-1722x601,1969,Data Engineering,Ireland,Polish,fce20968,36380c85,2025-09-09,2024-06-30,True,int:Yes,English,Fluent
Karen Decker,int:Karen Decker,int:Associate AWS Engineer,karen.decker@example.org,karendecker,ext_b9f1a608,b9f1a608,cv_b9f1a608,897-279-4523x21941,9616027769,1971,Cloud Engineering,United Kingdom,British,26dee7b3,30211e14,2025-03-09,2025-04-22,False,int:No,Danish,Intermediate
Karen Decker,int:Karen Decker,int:Associate AWS Engineer,karen.decker@example.org,karendecker,ext_b9f1a608,b9f1a608,cv_b9f1a608,897-279-4523x21941,9616027769,1971,Cloud Engineering,United Kingdom,British,4cc15aab,26d0604c,2024-08-10,2025-03-07,False,int:No,Norwegian,Native
Karen Decker,int:Karen Decker,int:Associate AWS Engineer,karen.decker@example.org,karendecker,ext_b9f1a608,b9f1a608,cv_b9f1a608,897-279-4523x21941,9616027769,1971,Cloud Engineering,United Kingdom,British,1b63ac48,d613ac99,2024-08-05,2025-05-04,True,int:Yes,Swedish,Professional
Johnny Miller,int:Johnny Miller,int:Consultant Azure Engineer,johnny.miller@example.org,johnnymiller,ext_2a5011dd,2a5011dd,cv_2a5011dd,+1-595-264-1220x310,972.436.8314,2002,Cloud Engineering,United Kingdom,Swedish,dde679b9,eabc077a,2025-06-13,2025-01-27,False,int:No,Swedish,Native
Andrew Ryan,int:Andrew Ryan,int:Head of UCD and Insights,andrew.ryan@example.com,andrewryan,ext_45d62a44,45d62a44,cv_45d62a44,560.612.2777x0793,001-660-250-1667,1985,Head of UCD and Insights,Ireland,Norwegian,f4315c91,11e6f641,2025-11-07,2024-05-17,False,int:No,Danish,Intermediate
Zoe Bell,int:Zoe Bell,int:Principal Databricks Engineer,zoe.bell@example.com,zoebell,ext_a06062fd,a06062fd,cv_a06062fd,767.389.9730x8069,567-917-9576x024,1974,Data Engineering,Spain,Norwegian,f8d41d42,a5e79fd3,2024-08-06,2026-01-29,False,int:No,Polish,Intermediate
Zoe Bell,int:Zoe Bell,int:Principal Databricks Engineer,zoe.bell@example.com,zoebell,ext_a06062fd,a06062fd,cv_a06062fd,767.389.9730x8069,567-917-9576x024,1974,Data Engineering,Spain,Norwegian,746c48e7,10891ecd,2024-10-11,2025-03-11,True,int:No,Swedish,Professional
Debra Harrington,int:Debra Harrington,int:Associate Data Engineer,debra.harrington@mail.test,debraharrington,ext_fdf6ce06,fdf6ce06,cv_fdf6ce06,(873)783-9597x246,329.834.1722x3297,1990,Data Engineering,Australia,Swedish,17bcdb64,ece28c43,2024-07-23,2024-09-02,False,int:Yes,Norwegian,Native
Debra Harrington,int:Debra Harrington,int:Associate Data Engineer,debra.harrington@mail.test,debraharrington,ext_fdf6ce06,fdf6ce06,cv_fdf6ce06,(873)783-9597x246,329.834.1722x3297,1990,Data Engineering,Australia,Swedish,497e0963,be1e1f37,2024-10-19,2025-09-04,True,int:No,Swedish,Native
Denise Webster,int:Denise Webster,int:Consultant Data Scientist,denise.webster@mail.test,denisewebster,ext_63cc44d4,63cc44d4,cv_63cc44d4,243.338.0054x5228,661-493-1837x45508,1977,AI/ML,United Kingdom,Danish,5d6d2abb,b787b4a8,2026-01-26,2025-05-13,False,int:Yes,Polish,Native
Stefanie Gonzalez,int:Stefanie Gonzalez,int:Principal Data Scientist,stefanie.gonzalez@example.org,stefaniegonzalez,ext_12b28666,12b28666,cv_12b28666,001-289-310-7711x991,(313)452-4787,2002,AI/ML,Ireland,Polish,e67ce9a6,cefa34e4,2025-10-22,2025-08-31,True,int:No,Swedish,Intermediate
Stefanie Gonzalez,int:Stefanie Gonzalez,int:Principal Data Scientist,stefanie.gonzalez@example.org,stefaniegonzalez,ext_12b28666,12b28666,cv_12b28666,001-289-310-7711x991,(313)452-4787,2002,AI/ML,Ireland,Polish,ed95b11c,7cdb2b58,2025-06-13,2024-04-10,False,int:Yes,Norwegian,Native
Stefanie Gonzalez,int:Stefanie Gonzalez,int:Principal Data Scientist,stefanie.gonzalez@example.org,stefaniegonzalez,ext_12b28666,12b28666,cv_12b28666,001-289-310-7711x991,(313)452-4787,2002,AI/ML,Ireland,Polish,95511f61,36bd9597,2025-11-28,2026-02-06,False,int:No,Polish,Fluent
Andrew Hernandez,int:Andrew Hernandez,int:Lead Data Engineer,andrew.hernandez@example.com,andrewhernandez,ext_df5e6660,df5e6660,cv_df5e6660,+1-455-321-3760x3754,856-953-2863x266,1978,Data Engineering,United Kingdom,Danish,2fd37575,395a053e,2024-04-21,2024-05-28,False,int:No,Swedish,Native
Andrew Hernandez,int:Andrew Hernandez,int:Lead Data Engineer,andrew.hernandez@example.com,andrewhernandez,ext_df5e6660,df5e6660,cv_df5e6660,+1-455-321-3760x3754,856-953-2863x266,1978,Data Engineering,United Kingdom,Danish,6d005d25,4e5ea0cf,2025-05-29,2025-02-24,False,int:No,Danish,Intermediate
Andrew Hernandez,int:Andrew Hernandez,int:Lead Data Engineer,andrew.hernandez@example.com,andrewhernandez,ext_df5e6660,df5e6660,cv_df5e6660,+1-455-321-3760x3754,856-953-2863x266,1978,Data Engineering,United Kingdom,Danish,106b3d98,94d6137b,2025-06-05,2024-07-23,True,int:Yes,English,Native
David Caldwell,int:David Caldwell,int:Senior ML Engineer,david.caldwell@example.com,davidcaldwell,ext_a7490bd4,a7490bd4,cv_a7490bd4,250.872.0811x55626,001-602-490-8466x84550,1977,AI/ML,Slovenia,British,8113d2e8,13eb0a01,2025-07-14,2025-09-27,False,int:Yes,Swedish,Intermediate
David Caldwell,int:David Caldwell,int:Senior ML Engineer,david.caldwell@example.com,davidcaldwell,ext_a7490bd4,a7490bd4,cv_a7490bd4,250.872.0811x55626,001-602-490-8466x84550,1977,AI/ML,Slovenia,British,e9939de6,ddf46655,2025-10-25,2025-08-17,False,int:No,Danish,Intermediate
Anne Robinson,int:Anne Robinson,int:Consultant Frontend Engineer,anne.robinson@example.com,annerobinson,ext_f7101721,f7101721,cv_f7101721,001-367-238-9975x634,+1-656-728-8431,2000,Software Engineering,United Kingdom,Danish,155f1e9d,557b2f4b,2025-05-12,2025-11-04,False,int:No,Danish,Native
Anne Robinson,int:Anne Robinson,int:Consultant Frontend Engineer,anne.robinson@example.com,annerobinson,ext_f7101721,f7101721,cv_f7101721,001-367-238-9975x634,+1-656-728-8431,2000,Software Engineering,United Kingdom,Danish,ffbe94b0,87cf3a92,2025-07-25,2025-06-17,False,int:No,Swedish,Fluent
Holly Wang,int:Holly Wang,int:Senior AWS Engineer,holly.wang@example.org,hollywang,ext_aa251376,aa251376,cv_aa251376,001-620-708-9434x68105,501-574-9075,1994,Cloud Engineering,USA,Danish,3b4dfd33,91d4fcf8,2026-02-08,2024-05-28,True,int:Yes,Swedish,Fluent
Gary Lawson,int:Gary Lawson,int:Principal Python Developer,gary.lawson@example.org,garylawson,ext_dea65a84,dea65a84,cv_dea65a84,(544)792-6831x589,912.366.1106x273,1988,Data Engineering,United Kingdom,Polish,708363df,b4210868,2024-12-08,2025-09-11,False,int:Yes,Swedish,Intermediate
Gary Lawson,int:Gary Lawson,int:Principal Python Developer,gary.lawson@example.org,garylawson,ext_dea65a84,dea65a84,cv_dea65a84,(544)792-6831x589,912.366.1106x273,1988,Data Engineering,United Kingdom,Polish,6b99df84,a72c80d8,2024-11-03,2024-11-16,False,int:Yes,Danish,Professional
Julie Wilson,int:Julie Wilson,int:Lead Enterprise Architect,julie.wilson@example.org,juliewilson,ext_8c866d33,8c866d33,cv_8c866d33,(986)898-8649x767,(328)527-7288,1971,Architecture,Slovenia,British,036d4d31,f384fcc2,2025-11-24,2025-03-23,True,int:Yes,English,Native
Julie Wilson,int:Julie Wilson,int:Lead Enterprise Architect,julie.wilson@example.org,juliewilson,ext_8c866d33,8c866d33,cv_8c866d33,(986)898-8649x767,(328)527-7288,1971,Architecture,Slovenia,British,4c3b32cd,dcf6b218,2025-10-12,2024-09-15,False,int:Yes,Swedish,Intermediate
Lori Oconnell,int:Lori Oconnell,int:Principal .NET Engineer,lori.oconnell@example.org,lorioconnell,ext_350057c2,350057c2,cv_350057c2,670.228.5196x115,221.654.5447x02296,1996,Software Engineering,United Kingdom,British,629565b7,442fbdaf,2025-09-12,2025-03-17,False,int:No,Danish,Fluent
Lori Oconnell,int:Lori Oconnell,int:Principal .NET Engineer,lori.oconnell@example.org,lorioconnell,ext_350057c2,350057c2,cv_350057c2,670.228.5196x115,221.654.5447x02296,1996,Software Engineering,United Kingdom,British,2f5bef50,3bc9adb3,2025-07-01,2025-10-07,False,int:Yes,Polish,Intermediate
Daniel Johnson,int:Daniel Johnson,int:Principal .NET Engineer,daniel.johnson@mail.test,danieljohnson,ext_2c321ce3,2c321ce3,cv_2c321ce3,632-970-1851x0679,867-892-2877x72519,1973,Software Engineering,Australia,Danish,2238fb75,337b9b79,2026-02-13,2025-01-22,False,int:No,Danish,Intermediate
Daniel Johnson,int:Daniel Johnson,int:Principal .NET Engineer,daniel.johnson@mail.test,danieljohnson,ext_2c321ce3,2c321ce3,cv_2c321ce3,632-970-1851x0679,867-892-2877x72519,1973,Software Engineering,Australia,Danish,bee8b343,17d206d9,2025-08-15,2025-05-01,False,int:No,Norwegian,Fluent
